Audio,Length,Duration,Sample_Rate,MFCC_max,MFCC_min,MFCC_mean,MFCC_median,MFCC_q1,MFCC_q3,spectral_centroid_max,spectral_centroid_min,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_q1,spectral_centroid_q3,spectral_bandwidth_max,spectral_bandwidth_min,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_q1,spectral_bandwidth_q3,zcr_max,zcr_min,zcr_mean,zcr_median,zcr_q1,zcr_q3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk37.wav,16000,220500,13.78,114.02138,-309.50327,-18.124454,-11.965235,-27.776101112365723,3.3083436489105225,6887.784530679883,1813.4045634328506,3814.471326913983,3623.7446586989354,2813.290934644864,4690.484490430287,3473.656583701667,1796.30210159923,2743.7606267589977,2786.601098251232,2516.0730405109834,2977.2012306031993,0.6640625,0.07275390625,0.27781730350928074,0.2431640625,0.16650390625,0.387451171875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk38.wav,16000,220500,13.78,110.49245,-325.06662,-17.657095,-12.693943,-25.96083927154541,2.3018808364868164,6966.20801500072,1907.4864392004977,4160.050106527009,3954.352497291587,3203.309583288353,5037.113762902449,3453.9888439637284,1970.5069287759625,2832.094183188845,2882.836007280336,2673.9368131513284,3014.985120769312,0.65185546875,0.09033203125,0.3074336571925754,0.283203125,0.186279296875,0.406982421875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk39.wav,16000,220500,13.78,99.683716,-410.61057,-24.31947,-12.40352,-28.403708457946777,3.0386449098587036,6735.495730332977,2043.6332383482445,3700.955571141387,3604.6076765361813,2847.9362551971626,4422.837689202832,3338.6542529028743,1858.6798615349169,2746.8186225898094,2830.915367710505,2573.659732305834,2963.055310819036,0.65234375,0.0810546875,0.25050980640951276,0.21533203125,0.1416015625,0.3515625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk40.wav,16000,220500,13.78,103.339554,-344.68762,-19.637812,-14.085007,-28.804319381713867,2.0136853456497192,7226.282449293754,2250.952806888216,4212.084360564017,3991.516748783981,3112.9212957305426,4967.54698152576,3402.997206743777,1901.3535490078102,2782.7518199351625,2858.730333860247,2530.4344115845956,3051.786499837822,0.67529296875,0.064453125,0.3010746719112529,0.2607421875,0.1572265625,0.398681640625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk41.wav,16000,220500,13.78,110.54103,-369.55573,-23.813381,-12.987947,-27.808500289916992,2.5923447608947754,7123.0381879605175,1899.221447181986,4088.429884218921,3888.2491711213224,3131.57349053488,4890.788085058151,3476.2986058098413,1956.8120292773003,2873.4465577267833,2948.458678383074,2729.642753930574,3092.1149700153737,0.64453125,0.03515625,0.2871569569315545,0.25732421875,0.167236328125,0.390869140625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk42.wav,16000,220500,13.78,111.11798,-322.7634,-18.937637,-12.800039,-28.06668472290039,2.37703275680542,7173.304217287066,1795.893074174736,4123.738621105708,3876.299628468365,3153.9626342663028,4842.769256013031,3396.078728334004,1917.8575974138273,2830.36971483999,2891.8409339345358,2660.3773807308544,3048.5701735850016,0.67333984375,0.0888671875,0.2956899833236659,0.26416015625,0.183349609375,0.3876953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk43.wav,16000,220500,13.78,106.10742,-388.42746,-20.63493,-12.964632,-27.738197326660156,0.9665796756744385,6988.088822330429,1826.607004055752,3945.6209960939645,3868.872341218307,2921.2939349438216,4827.735829265575,3496.909723489014,1741.2030383136005,2743.724350828651,2819.4260904348166,2512.100895355502,2995.492246759727,0.658203125,0.02587890625,0.2864330318300464,0.26513671875,0.159912109375,0.395751953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk44.wav,16000,220500,13.78,110.78374,-375.92963,-25.51445,-13.928362,-29.345982551574707,0.7245915830135345,7439.594175950364,1922.312125748794,4267.598514733633,4153.466180745102,3234.2739001930768,5108.210694755251,3438.2225512557798,1640.7322473646057,2783.380573960548,2854.9065741341924,2598.8252594516093,3017.123006985411,0.66259765625,0.09765625,0.31995563551334105,0.31005859375,0.187255859375,0.432373046875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk45.wav,16000,220500,13.78,97.330475,-302.8633,-21.334099,-14.954093,-31.187044143676758,0.4034954011440277,6855.615943060291,1738.2107379059194,3743.4745582928567,3542.211074249562,2847.777469504294,4444.9607972464255,3557.4200116523343,1723.320427213957,2728.1741087475584,2814.637962628738,2466.5496684404206,3007.444419498923,0.64501953125,0.06640625,0.25278241009280744,0.22021484375,0.15576171875,0.318359375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk46.wav,16000,220500,13.78,96.43698,-350.84305,-19.759476,-13.602459,-29.53952407836914,3.35293972492218,6942.805412581533,2006.3814456227647,3669.1172328495436,3384.8050430630747,2619.3778906976877,4582.0270680090825,3340.572281899015,1749.0784520969853,2723.6956640776375,2798.7152253984073,2516.7295114678395,2978.6729787391623,0.65478515625,0.064453125,0.25253657011310904,0.2265625,0.13232421875,0.353271484375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk47.wav,16000,220500,13.78,102.44084,-372.3316,-20.387638,-12.709651,-28.802824020385742,2.6502931118011475,7156.335307260627,2053.571830247869,3923.2121598361873,3461.0076872077393,2907.8466980374938,4632.287926314602,3457.9001059364796,1829.7749173492336,2703.9705798148193,2735.2922702359715,2486.467038437011,2928.902410948461,0.67236328125,0.05615234375,0.27867037956786544,0.21875,0.162841796875,0.376708984375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk48.wav,16000,220500,13.78,108.48706,-314.19995,-18.370834,-9.969553,-25.0545015335083,3.6851032972335815,7405.250530466522,2002.5977019688562,4434.322663391499,4227.652701427171,3359.78284348151,5489.135694500784,3479.519737861936,1896.9765076487581,2750.088009008873,2808.4412927597436,2536.1035307456295,2984.9901179811704,0.68017578125,0.04248046875,0.3385647023636891,0.31787109375,0.189697265625,0.46240234375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk49.wav,16000,220500,13.78,86.75688,-411.7786,-23.570889,-10.245289,-24.241700172424316,2.8535103797912598,7195.573142832778,2159.950179131918,4371.541639992787,4311.296329643807,3278.1121253133488,5370.930784964965,3344.557315359389,1730.2372106656128,2747.3637039637856,2811.707631155077,2590.1072908323667,2958.023950696316,0.6767578125,0.04638671875,0.3331856782917633,0.333984375,0.181640625,0.465087890625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk50.wav,16000,220500,13.78,108.69679,-292.01663,-16.557602,-9.252192,-24.291093826293945,4.005817413330078,6917.834679363262,1905.1983105848904,4112.132805517034,3903.038595077779,3003.682011933179,5031.786696824204,3473.6001318592084,1936.7884614421134,2796.0950303953164,2887.816723219256,2597.2688201438787,3030.778143308804,0.66552734375,0.052734375,0.299750308149652,0.2587890625,0.15185546875,0.422607421875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk51.wav,16000,220500,13.78,101.30499,-473.92004,-25.377535,-12.503696,-28.784387588500977,3.374495506286621,6792.4311363174165,1902.6647862047857,3659.8959873629065,3291.9810429643176,2633.429440697041,4464.617483264919,3386.429532299961,1758.7264366698023,2658.4529803062933,2697.3646825565097,2368.823656510832,2949.327956551688,0.642578125,0.03759765625,0.2505449264066125,0.212890625,0.14111328125,0.3349609375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk52.wav,16000,220500,13.78,107.50282,-302.9024,-19.35978,-13.075249,-28.58574867248535,3.2501423358917236,7298.074875115332,2022.6151681220376,3976.5229029004095,3587.228048024447,2830.1661984752827,5036.053733634802,3574.3108478655063,1814.8684047733425,2695.7948277304617,2761.7870953768593,2447.9754376686287,2971.355278985494,0.68408203125,0.06201171875,0.2816771044808585,0.220703125,0.1376953125,0.415283203125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk53.wav,16000,220500,13.78,95.77428,-371.7651,-20.950233,-11.038281,-26.07598304748535,3.7412025928497314,6638.421320281836,1820.1958815584708,3607.6073090790633,3336.789070276227,2672.796093691859,4507.0239234014925,3354.144880497801,1888.997313277055,2736.376761902161,2821.660026990077,2523.845731879077,2969.939237104586,0.63037109375,0.0546875,0.24717907120069604,0.20947265625,0.1328125,0.36328125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk54.wav,16000,220500,13.78,94.18677,-300.00153,-17.823132,-13.830244,-28.958166122436523,2.325332283973694,7170.967355429302,1987.9076286186612,4142.005062755071,3826.3948952419432,2941.6180648724535,5247.236138591882,3484.5990526275127,1817.8981716144997,2776.855705740398,2842.8446641438327,2566.694695387434,3038.879247660373,0.65966796875,0.09130859375,0.3062939566415313,0.263671875,0.16259765625,0.447265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk55.wav,16000,220500,13.78,105.64575,-355.752,-18.457516,-11.589056,-26.260976791381836,2.363984227180481,7180.587112258772,1658.8095268869015,4121.967221227789,3791.735728810946,3004.1204987425645,5276.225709878808,3511.8861131037174,1884.770346342377,2783.45167949066,2849.556433889345,2572.5881021088308,3028.0701046294653,0.67138671875,0.0751953125,0.29817217408642693,0.2529296875,0.17236328125,0.42822265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk56.wav,16000,220500,13.78,104.03479,-410.1013,-23.962944,-11.5210285,-27.480122566223145,3.3088912963867188,6967.9975283457325,1669.9608813614186,3606.5801110422,3297.8869645953446,2666.0062822532504,4444.305477640534,3459.455771549217,1716.5607976422555,2584.6779927003863,2576.097677585379,2336.0716808281713,2887.038060746971,0.62890625,0.0546875,0.24406585339327147,0.19580078125,0.130615234375,0.3564453125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk57.wav,16000,220500,13.78,108.11856,-373.34915,-20.48308,-11.952278,-26.550247192382812,2.8971861600875854,7173.685732383372,1875.904684670053,3898.6314897902316,3609.511825047352,2583.04329015658,4857.13317283587,3361.660421345844,1845.6884799175568,2641.537406236917,2707.0855627858355,2348.297055442035,2930.9980572529253,0.6669921875,0.0712890625,0.28361210303074247,0.23291015625,0.146484375,0.4052734375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk58.wav,16000,220500,13.78,116.74425,-331.27884,-19.070293,-12.531115,-28.236299514770508,2.8331745862960815,6909.301675160479,1639.9244819383089,3754.1918927407555,3445.230691481443,2741.7473124432,4823.594029863033,3447.294364266097,1856.1049428093365,2647.793261815882,2665.997566241888,2430.860740887635,2911.173830898575,0.6416015625,0.05224609375,0.2637568427349188,0.20947265625,0.14404296875,0.3798828125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk59.wav,16000,220500,13.78,107.76329,-306.2776,-18.866316,-10.552875,-24.989026069641113,3.2872596979141235,7057.582446640994,1752.5093450050954,4102.066038593393,4137.680500238026,3044.3799820684762,4884.054601939906,3514.0210722392635,1968.0534849766732,2813.287561176725,2866.0596977766477,2617.051460865938,3019.156265155725,0.65771484375,0.06494140625,0.3092349731728538,0.3056640625,0.171630859375,0.417724609375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk60.wav,16000,220500,13.78,109.09724,-346.5907,-19.791735,-12.374283,-28.12723159790039,2.3803762197494507,6434.085384071132,1743.9252381822987,3470.862650193794,3230.9880579190194,2652.9888055903402,4202.900243068874,3551.419150332269,1603.4578568460497,2679.508241914783,2782.860202890952,2387.186284964545,2965.0267643264083,0.6025390625,0.06982421875,0.23430362710266822,0.1884765625,0.15185546875,0.309814453125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk61.wav,16000,220500,13.78,126.06641,-364.98923,-19.843338,-10.644358,-25.803534507751465,3.4984229803085327,6939.538347530028,1615.821046264242,3536.716379948072,3178.4357750967615,2627.609576988041,4438.133966426836,3386.986572179041,1726.012566712356,2613.872037541695,2674.9901656969428,2303.473526829933,2927.096841238167,0.58056640625,0.029296875,0.2385769377175174,0.1884765625,0.138671875,0.3359375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk62.wav,16000,220500,13.78,104.886284,-394.00296,-24.146189,-9.941548,-25.859060287475586,3.283099889755249,7307.118454308314,2088.8852299116725,4396.823591738584,4384.970123985841,3458.851377162435,5146.790591847519,3354.1786755727526,1846.8840130281997,2679.7662778106755,2743.413230679683,2411.2920792988425,2951.304121596419,0.70068359375,0.07275390625,0.33885699137180975,0.34716796875,0.21142578125,0.42626953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk63.wav,16000,220500,13.78,120.70645,-307.10474,-19.022177,-12.459778,-28.020992279052734,3.3984118700027466,7023.739956016615,1720.0586976686036,3824.020361849741,3520.5479763035273,2750.6179930559983,4772.446096436603,3452.2377169303923,1816.601207074259,2675.795005130976,2739.3587359511225,2382.419412696937,2957.0834738601084,0.64111328125,0.06689453125,0.2553235118184455,0.2060546875,0.145263671875,0.345947265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk64.wav,16000,220500,13.78,94.326195,-407.39877,-24.638222,-10.73597,-25.44755268096924,3.410487174987793,6994.415317202735,2332.5363514121163,4383.900673488616,4307.349432116783,3371.1665745252753,5206.388564153341,3345.0739878587146,1754.8577046756677,2719.594073363916,2807.6169855127314,2577.132538901321,2969.0013011084934,0.65283203125,0.052734375,0.3333386202146172,0.318359375,0.20947265625,0.439697265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk65.wav,16000,220500,13.78,90.845764,-362.98306,-22.39321,-9.133966,-23.032872200012207,3.0015604496002197,7313.9070038196105,2187.435592111031,4176.397569821225,4294.214772843858,3249.2806312659604,4655.63862459711,3374.361200604284,1676.8104016745137,2729.4010284751225,2845.2110502809055,2532.8146677288623,2962.288661487659,0.630859375,0.07177734375,0.3187864794808585,0.330078125,0.204345703125,0.388427734375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk66.wav,16000,220500,13.78,106.126236,-368.69894,-21.732185,-11.79822,-27.253372192382812,3.583425521850586,6692.819653996175,1677.177782207542,3676.449096616491,3511.8678131282086,2844.9500289513358,4406.07342746195,3423.269963297581,1903.1934172723493,2704.097680190264,2753.005155791982,2481.450018693011,2949.461970066053,0.58349609375,0.072265625,0.25233717916183296,0.2333984375,0.14306640625,0.340576171875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk67.wav,16000,220500,13.78,95.48511,-363.275,-21.626175,-9.736567,-25.309118270874023,4.11424446105957,7073.954880056337,2079.125683561571,4147.805281714532,4323.44508779412,3001.1580019175544,4846.016697803425,3386.44847950672,1779.9763573522926,2680.1609581408648,2747.082719904357,2434.600453794824,2947.690676979717,0.66357421875,0.0927734375,0.32195407663863107,0.3310546875,0.189453125,0.4140625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk68.wav,16000,220500,13.78,108.357666,-416.16782,-26.102943,-13.850704,-28.746861457824707,1.6213616728782654,7047.524718708042,1791.8561812060075,3713.89684990159,3309.7235234903783,2760.8024156428382,4592.057272261154,3411.40591785515,1781.5095513329952,2678.679820088396,2709.918957936531,2424.0109568210305,2942.4131315192353,0.6494140625,0.06884765625,0.2555976743764501,0.2041015625,0.14404296875,0.351806640625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk69.wav,16000,220500,13.78,107.30269,-360.5117,-21.228363,-12.771263,-29.0593900680542,2.892393112182617,7035.064489117962,1887.8254684597473,3887.2438208318454,3526.0340826457177,2867.926570211014,4910.731321707606,3538.6570489103688,1758.5570131561676,2661.156412142689,2718.4897585610884,2422.974540751389,2942.734563299461,0.65478515625,0.0771484375,0.26598413029292345,0.21728515625,0.141357421875,0.368408203125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk70.wav,16000,220500,13.78,116.71542,-378.0056,-21.730202,-12.029205,-28.161550521850586,2.6156980991363525,6891.489092401404,1692.1246000067213,3577.9599414488357,3355.818984193541,2629.783958038658,4476.194518199242,3361.476238308192,1630.680608191303,2655.416849327959,2709.3059345304314,2394.9909779964637,2971.6827989534713,0.6533203125,0.05908203125,0.23866303835556846,0.19189453125,0.127197265625,0.348388671875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk71.wav,16000,220500,13.78,104.455925,-404.22635,-22.772783,-11.907156,-28.23630142211914,2.7789820432662964,7270.87184711628,1551.3125452496454,3961.105467260855,3725.90067090166,2868.828611376646,4669.861390181956,3435.0834582056073,1553.7192396217433,2675.5553904309354,2723.519686994342,2393.5672411018577,2975.2205649698735,0.67578125,0.0576171875,0.2850327635585847,0.25244140625,0.15673828125,0.39013671875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk72.wav,16000,220500,13.78,100.014175,-388.91653,-21.23913,-11.643868,-27.44171142578125,1.9159936904907227,6893.893671813943,1743.763777004373,3934.989590241453,3977.1833142756695,2848.134380282533,4635.087725901216,3441.2719515222616,1824.334461590314,2743.2560477160905,2873.771121414949,2445.0059860563274,3006.5083315044867,0.66064453125,0.05615234375,0.27111618148201855,0.2568359375,0.153564453125,0.366455078125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk73.wav,16000,220500,13.78,86.19769,-370.51807,-23.30186,-10.637915,-25.398330688476562,2.643599271774292,7301.302341924917,1960.5025572695445,4220.454679361795,4296.724109486084,3319.532502514052,4638.580833703432,3536.1441199440887,1951.071142538932,2812.3180937629295,2910.392860538052,2647.6569109546717,2993.2129763542434,0.693359375,0.0625,0.3190255220417633,0.322265625,0.1923828125,0.389404296875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk74.wav,16000,220500,13.78,104.53876,-378.71695,-21.145096,-9.216473,-23.930448532104492,3.109593629837036,6880.2574187122245,1887.2557830505377,3874.460517384365,3930.454032514958,2870.0891270399275,4600.698574841703,3342.247148984798,1740.3374860360102,2761.7774911183137,2859.3242039089946,2545.7104261784175,2991.0529061752536,0.60693359375,0.07177734375,0.2804603665168213,0.2939453125,0.158447265625,0.37841796875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk75.wav,16000,220500,13.78,122.64312,-342.2433,-18.917145,-11.333323,-26.16967487335205,1.458536148071289,6683.321757410691,1866.8563169465046,3735.204314578156,3569.335938500574,2715.8368468410677,4621.707647550847,3379.441688497515,1969.8123555723212,2749.929850740037,2785.8545788512747,2579.378865592311,2971.4527563079146,0.63720703125,0.056640625,0.2569888794228538,0.21826171875,0.135009765625,0.36376953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk76.wav,16000,220500,13.78,101.25467,-276.7814,-17.808176,-14.078851,-29.39232635498047,2.5978455543518066,7416.861815100383,1662.6499360434377,3967.9995636957374,3667.6680353933957,2838.876512506306,4909.832636820021,3603.2908402493645,1839.273285680955,2814.2483352248346,2853.666925902321,2572.973911158455,3070.798542786204,0.697265625,0.05322265625,0.27934558983468677,0.2314453125,0.1484375,0.400390625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk77.wav,16000,220500,13.78,87.43364,-390.56744,-21.702103,-13.693975,-29.351421356201172,1.32843416929245,7294.819764573127,2080.702674830422,4293.414997310309,4101.673346565007,3294.374044925618,5142.173124515558,3447.6892111362017,1615.8813292438972,2690.6604296823716,2749.2054702931673,2431.6137569457333,2952.453209334665,0.677734375,0.07861328125,0.31911275558294666,0.294921875,0.18994140625,0.4296875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk78.wav,16000,220500,13.78,98.14644,-368.25613,-23.570442,-13.016052,-30.061771392822266,1.878058910369873,6975.914824154728,1990.7892869730626,3883.152866454319,3739.431445908647,3018.9904930345147,4624.60357042024,3405.8119233926354,1873.6380863610075,2714.0013746117565,2791.30374654552,2519.4328081757344,2944.661179120802,0.66455078125,0.076171875,0.27810392800174016,0.2470703125,0.169921875,0.371826171875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk79.wav,16000,220500,13.78,102.63272,-346.1992,-19.421926,-12.863741,-28.38601589202881,2.129916191101074,6971.241731840503,2104.017330374887,4041.481041502199,3764.4887343599826,3039.168208865327,4886.656607101678,3427.632211692261,1808.8927646337763,2766.447879632129,2819.240772475827,2604.0245419379266,2999.94986417951,0.65673828125,0.08447265625,0.2817314838312065,0.24072265625,0.159423828125,0.3857421875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk80.wav,16000,220500,13.78,97.40329,-361.48474,-18.186054,-11.75686,-27.792317390441895,3.2134156227111816,7522.267960033359,2104.892678327532,3874.5677333514027,3536.647644041967,2881.482090470283,4540.736360139155,3439.424897154803,1847.1858153923465,2761.6458036653653,2818.1342035414727,2537.5079231847844,3011.4716625801775,0.6943359375,0.080078125,0.2612508610063805,0.2080078125,0.150634765625,0.327392578125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk81.wav,16000,220500,13.78,96.59451,-382.94308,-23.457355,-8.961832,-23.63501739501953,3.9711427688598633,7193.802133476152,1806.6233559424961,4381.784168219992,4421.37763549983,3289.112788034623,5246.373462852472,3375.5331959205446,1794.1862041806867,2832.317309662932,2918.336032428752,2670.9689499141873,3045.9555183255043,0.66357421875,0.07763671875,0.33048257141821347,0.34228515625,0.168701171875,0.445068359375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk82.wav,16000,220500,13.78,122.60559,-334.34775,-17.71164,-11.201422,-25.720206260681152,2.3599350452423096,7058.031213908177,1723.7885146125645,4129.023230813544,4056.5770691526313,2979.595074097725,5067.486726579588,3505.160409151862,1835.8536180084654,2807.6236168357786,2843.0300927677868,2603.569834011697,3042.186400632764,0.650390625,0.06640625,0.3077882558729698,0.29150390625,0.17626953125,0.42236328125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk83.wav,16000,220500,13.78,114.55931,-350.38763,-20.251963,-12.787603,-28.340362548828125,3.2584691047668457,7036.263736132126,1684.438437479279,3708.6859616485913,3449.60620379328,2698.2471753927034,4591.403334198489,3457.270929691796,1720.9253392508122,2703.1492609042944,2789.457332489065,2444.1507350538413,2982.964533642439,0.67724609375,0.0537109375,0.25094823992169374,0.2099609375,0.1435546875,0.343505859375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk84.wav,16000,220500,13.78,97.9655,-388.84174,-21.805014,-11.092869,-26.014114379882812,3.719886898994446,6756.934578616336,2079.394941340929,3952.35316787694,3747.73523255162,3068.089939718766,4671.908187111987,3420.446699373827,1806.1787971191955,2752.3583398956944,2798.7412185640655,2561.723966367116,2969.6961612933974,0.64404296875,0.06591796875,0.2793863743474478,0.2421875,0.177978515625,0.380859375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk85.wav,16000,220500,13.78,103.65233,-397.29602,-20.23647,-12.016447,-27.940332412719727,3.311416506767273,6608.687754957577,1761.3031059492307,3881.280578179572,3780.884203970151,3005.073868449675,4725.666897802304,3489.07260193466,1860.9631374008775,2808.393065668152,2844.198061846057,2644.860002443139,3030.792234497323,0.62158203125,0.0576171875,0.26396189820185617,0.228515625,0.159912109375,0.3603515625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk86.wav,16000,220500,13.78,95.54632,-339.25323,-19.949438,-13.024326,-28.850671768188477,2.423332452774048,7243.667340110204,2033.7344305700133,3936.792688928206,3562.5693653051276,2769.4882079433205,4798.315479511697,3414.3169616430328,1715.4055310761105,2668.2362185128045,2694.668126690196,2381.0156297689477,2956.9896995133004,0.67919921875,0.05224609375,0.28562980350928074,0.23876953125,0.153564453125,0.388427734375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk87.wav,16000,220500,13.78,95.09639,-356.392,-18.970814,-11.396494,-25.392683029174805,2.5519243478775024,7177.354391882376,2087.2113981071507,4075.6843064016884,3964.7666112524025,3029.3838114859454,4721.992804306352,3405.4172323390503,1770.040336350252,2791.9328649405156,2896.291724105887,2548.99100375956,3059.5492356469013,0.68115234375,0.0361328125,0.2875172201276102,0.24267578125,0.164306640625,0.38623046875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk88.wav,16000,220500,13.78,107.73567,-357.52368,-19.73038,-14.054703,-29.497530937194824,3.063061237335205,7245.000629010632,1853.486452097202,4150.5764533887395,4008.201620114598,3057.841729902014,5017.194121164908,3514.3327617367245,1765.0287994612004,2727.821652221401,2786.78420451912,2493.946104189881,3023.055927259046,0.67138671875,0.07470703125,0.29971405524941996,0.2685546875,0.16943359375,0.398193359375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk89.wav,16000,220500,13.78,113.60606,-333.93228,-19.853127,-11.306346,-27.43039321899414,2.2307348251342773,7169.421563467052,2051.406088939071,4071.8924839541073,3804.4979649614734,3046.472101810932,4924.610528012283,3398.486559255173,1966.7172986886383,2837.8046683446923,2911.1624258743987,2659.0185010329405,3049.558145127541,0.6640625,0.0439453125,0.28635372861078884,0.248046875,0.151123046875,0.419677734375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk90.wav,16000,220500,13.78,99.48631,-396.61957,-20.873714,-10.624066,-25.971410751342773,2.838683247566223,7018.0964010534435,2020.280117394616,4314.705839502176,4354.118830940456,3253.7081645962453,5152.581344449975,3375.1525562457878,1958.7635455052748,2832.2432682577555,2902.016370863274,2680.8373928979736,3012.1581065824867,0.64306640625,0.0654296875,0.32079511673433875,0.32763671875,0.187255859375,0.4306640625
