Audio,Length,Duration,Sample_Rate,MFCC_max,MFCC_min,MFCC_mean,MFCC_median,MFCC_q1,MFCC_q3,spectral_centroid_max,spectral_centroid_min,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_q1,spectral_centroid_q3,spectral_bandwidth_max,spectral_bandwidth_min,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_q1,spectral_bandwidth_q3,zcr_max,zcr_min,zcr_mean,zcr_median,zcr_q1,zcr_q3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk0.wav,16000,220500,13.78,82.61311,-655.889,-16.303965,-7.9105854,-19.455872535705566,2.8125230073928833,7322.656803611896,0.0,4170.685154064272,4144.859864188245,3505.3356149604992,4726.913572141082,3734.3972110882514,0.0,2766.1060406865377,2807.876795279008,2633.7683690710674,2940.834538818058,0.60498046875,0.0,0.29649321164443154,0.2900390625,0.216796875,0.3671875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk1.wav,16000,220500,13.78,128.07278,-347.13266,-13.706955,-8.231878,-23.76261806488037,6.371011257171631,6598.792488960369,1764.3146031847814,3615.4081597742306,3255.2205417075993,2761.2760759550088,4457.384246503781,3531.0915819092324,1737.5176770292096,2598.852971536187,2606.089692746825,2389.09484251657,2790.6883033873914,0.56982421875,0.06298828125,0.24498916944605567,0.22119140625,0.164306640625,0.307373046875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk2.wav,16000,220500,13.78,133.25117,-320.67783,-14.540486,-7.2423067,-23.7069673538208,6.7238805294036865,6218.579459145443,1673.9865355698055,3336.824331847629,3069.373119467994,2562.9806271724265,3970.6838533938926,3435.687343799376,1807.4024958186646,2577.0959637384904,2603.5243009283777,2364.411244971673,2798.060112555342,0.51611328125,0.05810546875,0.2113226870649652,0.193359375,0.1474609375,0.261474609375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk3.wav,16000,220500,13.78,132.71703,-305.19653,-13.954058,-8.267758,-24.707252502441406,6.264441728591919,6041.058920991528,1739.2983717437069,3356.78093574719,3040.5311381896104,2623.3726319523676,3888.0901382255106,3517.699079516253,1760.9554111582042,2510.6614930448814,2494.6798380683767,2307.559519191278,2697.817721522624,0.537109375,0.0576171875,0.20835561376160092,0.18505859375,0.140625,0.252197265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk4.wav,16000,220500,13.78,131.70374,-348.39987,-13.163221,-6.1551986,-22.482903480529785,6.332026243209839,6276.331404633335,1772.8698431119703,3574.5419093860255,3221.265065641309,2751.9660498968133,4452.2249740667185,3460.2875126378167,1940.7095547199049,2657.3064216238845,2661.7669835635625,2484.8360899733316,2826.586363884616,0.54150390625,0.056640625,0.23579679343097448,0.2001953125,0.156005859375,0.295654296875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk5.wav,16000,220500,13.78,132.96631,-360.55716,-14.046197,-5.3970375,-21.550121307373047,9.281786918640137,6159.278777251286,1695.2798911632874,3442.5912483108978,3256.0477689721347,2758.799329168728,3948.3539627436103,3555.8108298764514,1882.082362379427,2614.8892508311155,2598.560640250659,2433.730875595346,2813.104945442811,0.505859375,0.0703125,0.21798982199825986,0.19384765625,0.153564453125,0.26416015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk6.wav,16000,220500,13.78,131.99155,-318.66205,-10.721688,-6.048645,-20.58941650390625,8.173512935638428,6177.854695873888,1790.569953268153,3421.220856517603,3180.698664877137,2753.903762655616,4031.6882806561816,3582.0201674397335,1877.3373697919887,2645.7917783795488,2614.552741079577,2446.3972621060825,2808.2859701320226,0.53173828125,0.07470703125,0.2175627175174014,0.19775390625,0.14892578125,0.270263671875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk7.wav,16000,220500,13.78,158.45201,-424.14127,-18.77672,-7.741843,-20.988643646240234,3.8676624298095703,7220.9904431288105,1198.0639438314768,3682.255591675339,3745.4381293200768,2248.720271887031,4864.355566777278,3530.598354261494,1632.1588509486771,2700.237854010899,2838.8393714691288,2374.385199628244,3115.537506623409,0.66552734375,0.046875,0.25484995830916474,0.2265625,0.125732421875,0.356201171875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk8.wav,16000,220500,13.78,144.48564,-669.8628,-19.9004,-4.964632,-21.85647964477539,8.764791488647461,8229.978357084708,1714.0572836909985,4224.4484695851315,3982.9005548992054,3265.7636542218556,5097.756781288001,3754.854834130476,1985.808813883906,2726.088359800676,2729.855842966836,2535.2380842490675,2916.846612717908,0.646484375,0.04296875,0.30616027407192575,0.2890625,0.203857421875,0.3994140625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk9.wav,16000,220500,13.78,136.03424,-538.3703,-16.461721,-8.515488,-27.46361541748047,6.726614475250244,6091.267885307071,1830.3019462784505,3487.8956038029464,3267.826004875382,3029.982634086326,3789.859592178689,3811.7257941471235,2106.7624749930023,2736.718122605214,2711.3979334784763,2547.238748567222,2922.056619088676,0.52587890625,0.0654296875,0.20216316524071926,0.181640625,0.14794921875,0.239990234375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk10.wav,16000,220500,13.78,101.14131,-314.246,-17.005041,-10.495598,-24.472962379455566,2.8307971954345703,6221.79866898647,2231.899151930709,3829.495757106068,3557.295063009785,3025.8840320993213,4487.4024162274845,3224.254616083219,1922.2641185719615,2612.3465224372108,2604.249749685583,2451.4660972959255,2764.595363762495,0.54736328125,0.08447265625,0.26611667995939675,0.236328125,0.182373046875,0.332763671875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk11.wav,16000,220500,13.78,103.22452,-333.1179,-20.578232,-12.67428,-26.199925422668457,-1.4087335467338562,6999.284094030317,2497.310917976018,4282.766717561137,4172.581312583372,3540.9494793718013,5000.986990776717,3419.743264438848,1976.191748080322,2709.1533761830765,2735.137537902109,2499.319789293201,2937.557472662442,0.6552734375,0.12548828125,0.3155373132975638,0.29833984375,0.220703125,0.388916015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk12.wav,16000,220500,13.78,82.77675,-268.3644,-21.593,-15.051352,-27.70027446746826,-3.014728546142578,6115.941970471515,2601.8054283765896,4105.964272319754,3848.2299766314345,3333.5576396383244,4814.905308598772,3222.5176370891304,1996.0501078231712,2635.594280992937,2662.3361686962917,2486.1940598042193,2790.5760753703225,0.544921875,0.13671875,0.30239110535092806,0.28076171875,0.21044921875,0.3798828125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk13.wav,16000,220500,13.78,113.9542,-314.43005,-21.970018,-14.395927,-29.80811882019043,0.9084214866161346,5972.982992873078,2181.121555695094,3584.9656364156176,3630.526133361099,2511.878790282504,4256.660545826679,3484.2687395224175,1800.5257920986278,2570.5137678868236,2649.722534720349,2150.237580934371,2877.4387112701725,0.51904296875,0.09375,0.2566229517111369,0.255859375,0.1474609375,0.330322265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk14.wav,16000,220500,13.78,172.44897,-499.26825,-12.624978,-4.2448616,-20.858837127685547,10.101937770843506,6908.554581772188,1112.3662938600692,3558.4941781416587,3180.4559762403574,2717.591430771502,4423.341107292259,3780.284133879323,1792.5604934330463,2635.9022443170866,2581.348286165222,2347.2911108761286,2907.636970934151,0.57568359375,0.04833984375,0.24234044192285384,0.208984375,0.158203125,0.313720703125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk15.wav,16000,220500,13.78,135.83582,-674.759,-22.880514,-10.421469,-25.866336822509766,3.944932460784912,7171.817768904219,1933.5483092108252,4457.609660174331,4231.803174502509,3701.178207343818,5375.9428422688,3691.524407563412,1915.2584546454752,2720.283015793546,2739.5631786637214,2528.1543233170914,2941.9468016303636,0.6533203125,0.07568359375,0.33646543285962877,0.3232421875,0.2392578125,0.438232421875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk16.wav,16000,220500,13.78,106.971016,-522.8678,-24.801176,-13.148788,-26.28045654296875,-0.9716068506240845,6849.856986303368,1987.7067370371808,4269.285024175597,4103.7008372891305,3644.516744717462,4750.553391267917,3284.729867300922,1933.757471778477,2720.1322864125414,2748.4799663499316,2584.2869626913266,2898.8488138940556,0.61181640625,0.06689453125,0.3197279219837587,0.306640625,0.244384765625,0.385009765625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk17.wav,16000,220500,13.78,152.23352,-436.81427,-19.00494,-12.565631,-24.60949993133545,-0.3553491532802582,6180.213821857131,1273.9620163004188,2868.063824665919,2643.241118325384,1979.6650042185001,3634.7405802029884,3333.3671221246664,1567.0662607231004,2439.580442865916,2493.109193865847,1986.929990708555,2818.390429127373,0.435546875,0.0458984375,0.1679438261310905,0.14208984375,0.103515625,0.21923828125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk18.wav,16000,220500,13.78,106.00332,-433.69193,-18.68331,-9.527519,-22.45365619659424,1.9442904591560364,6380.010234937066,2042.2333368119284,4170.810270114013,3989.527386563863,3564.9241303426643,4598.505671353044,3623.0883842265443,1960.0568292188934,2839.283025254332,2876.134699244559,2727.6344411704345,2988.183256943513,0.5849609375,0.07861328125,0.3094083073520882,0.3056640625,0.219482421875,0.365478515625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk19.wav,16000,220500,13.78,150.28497,-618.28467,-16.75485,-3.728937,-20.452062606811523,6.592465877532959,9328.819013197335,0.0,3622.805612945783,3436.7608865941847,2993.7216158094316,4330.910163558764,4059.1949530889356,0.0,2530.006935847475,2671.1728053909146,2442.8515550832044,2869.8378795600283,0.67578125,0.0,0.23946966538573086,0.22314453125,0.1689453125,0.30322265625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk20.wav,16000,220500,13.78,171.62038,-535.2103,-13.763455,-3.866809,-19.548566818237305,9.876791000366211,8181.487018884237,1290.5113641060989,3747.058282742496,3326.7468758913524,2875.0893093146256,4510.145520413729,4041.7408319917713,1904.4436882531907,2675.059425123334,2611.3600730308085,2450.3962194038977,2878.7348114937504,0.66455078125,0.0517578125,0.2599208327291183,0.2216796875,0.173583984375,0.32666015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk21.wav,16000,220500,13.78,140.01086,-477.05612,-13.283493,-3.6833513,-19.088479042053223,9.141448974609375,7975.506161643914,2036.197588121565,3827.7140883476163,3401.9810494205976,3014.188501275202,4376.537290815948,3621.349610366597,1853.7722626894615,2666.0347436956145,2626.932791977585,2447.318819772191,2887.6361357526694,0.6494140625,0.0693359375,0.2668700605423434,0.2431640625,0.1845703125,0.324462890625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk22.wav,16000,220500,13.78,157.06311,-478.31815,-14.877317,-6.087393,-23.25752830505371,6.965852975845337,7287.356989025466,1710.1218075252896,2885.6811847234553,2519.1542873201097,2030.1980560120505,3400.268310383657,3673.640347372567,1100.9048173884519,2102.666221862301,2198.598114497368,1445.9444616495352,2625.7564847574977,0.576171875,0.0517578125,0.2032190309599768,0.171875,0.150390625,0.232666015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk23.wav,16000,220500,13.78,156.43909,-384.36664,-11.903722,-4.1373672,-23.60003662109375,11.732921600341797,6725.785103520316,1270.259930523393,3426.3110610614563,3229.4315695496,2815.1987421562317,3868.010346700508,3659.8833762157815,1707.9498607058001,2568.9538377657427,2526.5734790942633,2348.4062420457244,2777.813863613849,0.435546875,0.04052734375,0.2073133428799304,0.2021484375,0.1484375,0.25244140625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk24.wav,16000,220500,13.78,140.60603,-398.25104,-13.355809,-6.395837,-19.055737495422363,5.408768177032471,6079.61789844142,1233.5838630414964,3714.9522428099376,3694.1117939651876,3122.350180392266,4351.6129977902,3367.2071273716247,1866.968960688263,2817.001916274205,2831.5150656908213,2677.388114340094,3001.437499913448,0.54150390625,0.03662109375,0.238249528712297,0.2314453125,0.163330078125,0.30517578125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk25.wav,16000,220500,13.78,171.5415,-403.6894,-9.878703,-5.1995153,-18.099788665771484,7.080633640289307,6186.142969459207,1130.7592781419753,3523.1310608532326,3284.86257361407,2626.4583979800796,4651.841114772595,3505.550815575189,1441.384480218435,2568.889576163522,2559.4478063893807,2317.419927338925,2826.8540992143357,0.4892578125,0.04931640625,0.24026722919083526,0.21240234375,0.14990234375,0.341064453125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk26.wav,16000,220500,13.78,134.50522,-342.5553,-11.878288,-4.985942,-15.972198486328125,5.548521518707275,5813.645243704464,1647.4237465117562,3678.4192814622083,3875.624860228767,2466.9663216827566,4592.903986547566,3536.9258945264987,2124.717951808186,2816.8611298330316,2827.9702833378756,2622.183018543245,2973.297754514306,0.51123046875,0.04541015625,0.24499483396171692,0.25634765625,0.103515625,0.354248046875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk27.wav,16000,220500,13.78,92.81448,-313.84988,-17.11506,-8.258654,-18.94350242614746,2.2881882190704346,6837.779547842307,2422.6649599403477,4169.0666912911165,4112.593831880044,3347.358320993553,4804.466813242954,3568.524384541603,2137.387699565518,2845.8315635883187,2875.907749853417,2674.2589398753457,3020.8222877618373,0.62548828125,0.08203125,0.29114024434454755,0.27392578125,0.1904296875,0.381591796875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk28.wav,16000,220500,13.78,89.70387,-262.21658,-11.40687,-6.738195,-16.899822235107422,3.2173908948898315,6169.371816377152,2469.3186706234897,4039.9285459045286,4104.786110969961,3412.027556906007,4528.187417309551,3513.287274782574,2066.696856293821,2864.507135025517,2884.9267388105804,2741.237542139049,3023.4547929338114,0.55224609375,0.09765625,0.29629155488689096,0.31005859375,0.201904296875,0.369384765625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk29.wav,16000,220500,13.78,101.90259,-320.06125,-15.259077,-6.6604857,-18.56605815887451,4.05314302444458,6364.5013467607005,2229.6848838082624,3813.0218703890664,3806.1311157662853,2714.026367432811,4593.795419039342,3356.6701105899665,2072.0456391277703,2860.642717550527,2864.5896414370395,2698.3402005401394,3047.3274494156863,0.62109375,0.07470703125,0.2585386909077726,0.2421875,0.130615234375,0.370361328125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk30.wav,16000,220500,13.78,131.01405,-323.40237,-14.417932,-7.17622,-18.769277572631836,3.632245659828186,6184.4988764372265,1640.8668730283557,3879.401597922158,3829.2065084952237,2998.9121756870672,4528.561413234855,3445.8525200649196,2020.2005282106031,2785.599529670286,2816.8804331035035,2604.55283827277,3007.9503483939543,0.59033203125,0.07568359375,0.2719080807714617,0.25341796875,0.1572265625,0.358154296875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk31.wav,16000,220500,13.78,138.37924,-364.55798,-10.861517,-2.208253,-12.665382862091064,8.811069965362549,5853.412655029157,1499.9455621569475,3864.866321620009,3866.3101215124652,3123.7731832791355,4529.51399609783,3646.733011517973,1892.449710759933,2813.0994203012738,2871.620972765463,2627.2273664588265,3042.694651680031,0.517578125,0.0673828125,0.27249152588457076,0.2607421875,0.173828125,0.367431640625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk32.wav,16000,220500,13.78,118.777336,-366.68655,-12.687323,-2.6316848,-16.77832794189453,10.28122615814209,6782.966655669444,1759.9496490473375,3953.89531876119,3848.8841697093076,3165.8477830579277,4617.324323709256,3516.6253875556163,2157.214753178848,2808.187004052902,2837.964910885348,2563.09500620353,3038.984550404757,0.64892578125,0.0537109375,0.27866811376160094,0.2529296875,0.193359375,0.348876953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk33.wav,16000,220500,13.78,127.47795,-336.65207,-14.164153,-6.3957143,-22.106074333190918,7.619670391082764,6727.970782270041,1736.4905600971465,3565.085494027633,3209.410616517893,2829.4969052091137,4196.757225956137,3562.922764488299,1966.2317982700629,2636.6319384469216,2605.723333138184,2443.658476438296,2811.6275394963277,0.60546875,0.068359375,0.23695688623839908,0.21240234375,0.1630859375,0.2919921875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk34.wav,16000,220500,13.78,102.99246,-288.58948,-14.469719,-6.910889,-16.576587677001953,3.2836633920669556,6549.753792674859,1995.7311516252516,3488.5817263448243,3186.1315381763707,2873.294208148864,3868.979595993695,3448.8589768922584,2181.275369795121,2797.5654365068426,2783.58378280787,2667.499892222035,2888.6341500533426,0.583984375,0.076171875,0.22163437137470998,0.17626953125,0.13916015625,0.270751953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk35.wav,16000,220500,13.78,108.703926,-334.75995,-15.3503065,-7.1948605,-20.15768337249756,4.232521295547485,6536.483380329941,2145.0563729841765,4354.610786280778,4313.131533646471,3734.210350186107,4995.78013692328,3433.97241400493,1959.026160232857,2802.2201832235187,2844.533998022728,2636.0715207715493,3012.8089537477963,0.56396484375,0.0908203125,0.32697850203016243,0.33203125,0.2421875,0.41015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk36.wav,16000,220500,13.78,99.983665,-278.74936,-13.558732,-7.548134,-18.139450073242188,2.6588709354400635,5384.986304234179,2181.206264987096,3559.0224781924467,3607.484110297076,3032.9012368163576,4006.688668953927,3507.6982976633876,2474.8987017546374,2865.757057154801,2867.6177611325475,2751.0493991107073,2980.4330401737634,0.46142578125,0.08447265625,0.23367486586426914,0.2392578125,0.155517578125,0.29736328125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk37.wav,16000,220500,13.78,127.70007,-269.72632,-7.50118,-1.7883759,-11.654850006103516,8.112173557281494,5714.234062967338,2163.770233239687,3666.15540669112,3629.905191799387,2981.9292058669644,4212.307699152506,3599.073080850598,2190.0571701899985,2809.479485941435,2805.0714857080584,2664.9605670833307,2931.4858568691056,0.48193359375,0.0595703125,0.24990710194315546,0.2470703125,0.1640625,0.3291015625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk38.wav,16000,220500,13.78,96.56122,-278.54712,-7.3447413,-2.9889965,-13.029988288879395,8.463677406311035,6054.0495438526505,2317.5040024755804,4008.777650979112,3912.6661912180443,3343.5612417127077,4568.471373457026,3378.7783905146653,1947.1777688711973,2819.1584581513,2839.8234472085433,2680.585100144091,2979.2288614760937,0.55712890625,0.06640625,0.28396330300174016,0.27392578125,0.198974609375,0.355224609375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk39.wav,16000,220500,13.78,131.99689,-263.65482,-8.050158,-1.6743826,-11.251502513885498,8.575108051300049,5714.068783129482,2004.6957844213503,3494.1781856995185,3287.2060331518273,2816.2498112949906,4075.4488006004785,3515.516101822874,2201.234369129004,2769.4392012240605,2740.656301537352,2614.869534810658,2901.531636240111,0.50146484375,0.095703125,0.23005524035672853,0.19921875,0.15771484375,0.2958984375
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk40.wav,16000,220500,13.78,99.82979,-286.7681,-10.14285,-2.7577553,-14.904345989227295,8.763319969177246,6496.848976652266,2177.9305270573104,4500.898201725697,4543.030771141552,3764.935043302844,5488.17005008563,3457.9493101057155,2045.1746640151146,2740.787983571903,2778.3600868625726,2481.7030642907516,2993.074783642506,0.609375,0.09716796875,0.351521715487239,0.36572265625,0.236083984375,0.462158203125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk41.wav,16000,220500,13.78,89.18366,-274.86047,-8.452087,-1.9283856,-13.320194244384766,8.193233489990234,5993.4891043700845,2477.3988995099135,4087.2676960971844,4170.8701237960395,3445.1188797933064,4645.148585951521,3473.75369762304,2176.079227350107,2887.2179058929537,2878.940997437378,2765.8463950701007,3052.5038579820502,0.51220703125,0.10302734375,0.29020673216357307,0.28125,0.21826171875,0.37060546875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk42.wav,16000,220500,13.78,72.08248,-271.70612,-11.249745,-2.4703817,-13.434648513793945,6.710094928741455,6446.354842181897,3231.6985140849624,5033.121278737529,5121.783582916945,4557.380915248311,5565.062845408184,3282.857662451693,2196.6894212093334,2742.699361133548,2734.730178998733,2607.6044448722046,2879.5736275228414,0.60888671875,0.21875,0.4334679977523202,0.4501953125,0.36962890625,0.50390625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk43.wav,16000,220500,13.78,44.788918,-248.41081,-11.553269,-3.2619743,-12.93195629119873,4.2271647453308105,6163.054231844611,3421.8095054882037,4960.380653379664,5063.91116160899,4502.681337549537,5440.335616428439,3098.3348236681804,2273.8268169293615,2740.0036901637854,2750.5791467563217,2655.547518377342,2831.842497931967,0.56884765625,0.14599609375,0.42505392618909515,0.4453125,0.361572265625,0.487060546875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk44.wav,16000,220500,13.78,98.27785,-340.09512,-19.141397,-7.492523,-22.057947158813477,1.702648103237152,6562.37816378726,2552.7006788842264,4523.5968057443215,4293.673000025566,3772.575102657353,5325.504877269689,3238.656902416273,2072.6097426807873,2743.4295553676493,2755.1621667208888,2623.6214681148385,2872.8131597106612,0.64794921875,0.0927734375,0.3515103864559165,0.32177734375,0.240478515625,0.46875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk45.wav,16000,220500,13.78,140.93016,-462.64386,-14.4039,-5.253907,-27.2342472076416,10.392520904541016,8022.020452755376,1556.5387504116156,3697.6928256230576,3330.94806923548,2814.912802747876,4304.123440473912,3668.614423956415,1948.2345846307403,2638.969101561148,2612.4620372556765,2416.5882539479358,2850.1561643951245,0.62255859375,0.048828125,0.24604843387470998,0.21240234375,0.166015625,0.3134765625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk46.wav,16000,220500,13.78,176.09828,-448.75757,-17.758768,-9.4834175,-25.7833890914917,5.679518699645996,6533.208203672315,808.172805346789,2926.7858888645073,2947.5527036486174,2266.5722613160547,3508.3652827699016,3561.0378270191277,1057.7632263871533,2407.4376875725297,2469.578113876625,2234.4185255855614,2765.252688555076,0.54931640625,0.0224609375,0.17309853538283063,0.16552734375,0.09765625,0.22509765625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk47.wav,16000,220500,13.78,159.07527,-392.59592,-15.866201,-8.583276,-22.92247772216797,4.904089450836182,6272.434642470887,1279.7540780328632,3380.9068957919603,3221.780982091992,2663.608904469178,4045.2600612310453,3479.630619753634,1786.3064031921174,2632.648443241847,2631.0680111756105,2402.720968462679,2869.738998780162,0.533203125,0.0595703125,0.20305815871519722,0.177734375,0.131103515625,0.251953125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk48.wav,16000,220500,13.78,105.46175,-355.81134,-18.419676,-10.624392,-21.51054286956787,1.4214791655540466,6631.560661723477,1630.956892198511,3953.766875510696,3858.973879047994,3300.1803235716475,4591.91686331396,3422.2813759193004,2111.427910172359,2861.645779812834,2893.605784753704,2739.394988180027,3007.5433017700198,0.564453125,0.05029296875,0.2611545642401392,0.25830078125,0.160400390625,0.34716796875
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk49.wav,16000,220500,13.78,92.49069,-322.8815,-16.627634,-10.504692,-22.04272174835205,1.4150141477584839,6600.555463281943,1883.4650690976887,4100.519901465068,4062.5558529478935,3544.450536158266,4584.447368223334,3506.7403220684664,1992.2890075303237,2819.7032393376794,2823.664340002525,2686.606160386773,3001.76817043836,0.587890625,0.03759765625,0.2818821599477958,0.2724609375,0.196044921875,0.367431640625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk50.wav,16000,220500,13.78,116.39816,-313.7069,-18.50088,-11.280075,-21.922173500061035,0.8126629590988159,5928.164036181273,1737.0310900375825,3296.2880004848603,3087.572667440208,2570.1662935135364,3926.0236868773795,3322.405137463721,2108.748849924861,2804.2055618899512,2806.9112818203744,2693.695309188871,2954.690393288949,0.53369140625,0.05810546875,0.18128829212587008,0.13671875,0.095703125,0.25048828125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk51.wav,16000,220500,13.78,143.11313,-337.22318,-15.209851,-10.202186,-23.913766860961914,4.459190607070923,6507.203801407077,1556.4544137849748,3404.383112431935,3112.9551330799777,2541.466519647578,4173.80044233821,3467.316057998636,1885.5769349646998,2620.416589452789,2590.0464875301286,2406.661993898323,2830.857903105592,0.54833984375,0.04150390625,0.20955422527552203,0.1806640625,0.1171875,0.269775390625
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk52.wav,16000,220500,13.78,104.12114,-377.8492,-23.093182,-11.378971,-23.105713844299316,0.9087886214256287,6119.334649432192,1829.017951645883,3741.8183764103883,3594.1790799426512,2874.635947825095,4535.0623663118295,3347.5172079839504,1872.2096683139603,2766.0362380645324,2778.757203522085,2640.3078882403424,2918.022405293572,0.546875,0.04736328125,0.22791858504930396,0.18505859375,0.108154296875,0.32861328125
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk53.wav,16000,220500,13.78,106.94031,-320.41315,-17.231827,-7.951805,-20.513683319091797,4.456850051879883,6521.666505363309,1952.1888598966157,3920.822765048787,3943.0238368737605,2957.326715751426,4847.513038079527,3332.963596940577,2148.223663856079,2821.6217355205304,2819.669595081631,2690.802710938707,2969.0919630166086,0.5556640625,0.05224609375,0.24698987637761022,0.2275390625,0.13037109375,0.34423828125
