Audio,Length,Duration,Sample_Rate,MFCC_max,MFCC_min,MFCC_mean,MFCC_median,MFCC_q1,MFCC_q3,spectral_centroid_max,spectral_centroid_min,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_q1,spectral_centroid_q3,spectral_bandwidth_max,spectral_bandwidth_min,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_q1,spectral_bandwidth_q3,zcr_max,zcr_min,zcr_mean,zcr_median,zcr_q1,zcr_q3,cluster
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk4.wav,16000,220500,13.78,110.7379,-301.7277,-7.867114,-0.6580665,-12.010461807250977,9.295089721679688,6417.173703017312,1987.5916301817213,4175.855637366306,3954.536316296752,3291.486253406646,5177.325891993033,3346.0344671148505,1939.0498412793745,2768.1485537240765,2803.073840354387,2608.884502895009,2960.3207256759365,0.62451171875,0.04443359375,0.2811253806554524,0.24560546875,0.17919921875,0.37646484375,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk170.wav,16000,220500,13.78,106.67749,-297.57593,-16.66715,-6.5152125,-17.655784606933594,5.20248556137085,6675.436369105416,1933.496860118514,4143.178748842696,4437.132780760603,3648.200603563482,4582.463103994156,3355.894257619415,2122.298272768844,2891.50736277704,2937.6196513044997,2860.102026619895,2984.0886590204345,0.57177734375,0.0595703125,0.318988136238399,0.36328125,0.228759765625,0.38916015625,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk6.wav,16000,220500,13.78,111.0703,-258.79883,-10.399209,-5.2792363,-18.302772521972656,7.071237564086914,6809.187264956021,2116.39057717987,4062.3396431372303,3794.8217584482745,3239.833997886788,4816.770900929403,3662.6327175409065,2253.228919041771,2927.604241340924,2963.6701135022754,2733.8753058454204,3121.720787216947,0.6220703125,0.0615234375,0.2757803436774942,0.25,0.15966796875,0.364013671875,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk64.wav,16000,220500,13.78,103.779724,-212.52956,-9.765666,-2.1190305,-12.660307884216309,6.117517471313477,6710.95720068626,2045.6163302808732,4247.362652012853,4058.088260886594,3460.6407506657997,4911.484151700693,3436.3460370446555,2113.079619310628,2895.5096651436284,2910.799990647976,2767.025208413762,3032.5618019619787,0.6123046875,0.0849609375,0.317975320838167,0.29443359375,0.23583984375,0.3974609375,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk45.wav,16000,220500,13.78,114.91542,-277.04877,-12.745422,-6.5158486,-17.67958164215088,3.9663147926330566,6279.455642495046,2203.380184599548,4155.557300110777,4074.2249168435073,3485.2751005341515,4775.880183460485,3442.898757721895,2142.793158929892,2848.882355972992,2881.8010986662875,2703.4912390721483,3022.1584277865595,0.5244140625,0.1044921875,0.2991736604553364,0.29931640625,0.22119140625,0.369140625,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk9.wav,16000,220500,13.78,115.281296,-313.2693,-13.856916,-4.0811434,-16.62803363800049,8.013823509216309,6372.00505741433,2037.086987213728,4253.86378135806,4164.72180580236,3506.905497262282,4766.541310426066,3515.6454590542508,2195.111860699201,2924.2311908207266,2946.2982159613302,2731.9019697351023,3191.2884419649918,0.59814453125,0.05517578125,0.3157469003770302,0.31201171875,0.2099609375,0.388427734375,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk7.wav,16000,220500,13.78,106.27495,-353.50537,-16.811897,-5.305853,-17.571256637573242,7.927912950515747,6425.250062708543,1989.972734270511,3945.721001458037,3952.763886746992,3376.8643671369946,4526.223957571241,3463.6551118881,2320.0808370173763,3000.881224321902,3026.395461815327,2820.094584931732,3190.3802947780123,0.5361328125,0.03369140625,0.2528039352523202,0.251953125,0.159423828125,0.3271484375,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk177.wav,16000,220500,13.78,98.53235,-378.64548,-21.017569,-6.5899277,-18.49463176727295,4.698270797729492,6651.53293226148,2182.29009230468,4190.072845885028,4466.328519020335,3598.95097600598,4622.715322102207,3428.128259854689,2240.546533575653,2915.6406092751013,2944.5943266889067,2857.2859125441414,3008.51059418072,0.57177734375,0.07080078125,0.3171630292923434,0.35986328125,0.210205078125,0.401123046875,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video14/chunk76.wav,16000,220500,13.78,81.63377,-194.88655,-10.217963,-6.4700947,-15.213788986206056,1.844466209411621,7033.380842163376,2382.314873102297,4210.368625322676,4223.659659274429,3500.557246976159,4752.060883459352,3538.229793596536,1933.114058980021,2821.850805232036,2853.3625545047807,2665.4017642528643,2989.051879466604,0.60400390625,0.10986328125,0.3133678037993039,0.30126953125,0.238525390625,0.37548828125,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk96.wav,16000,220500,13.78,105.326035,-260.66055,-15.33655,-10.39139,-20.75455474853516,0.1715792715549469,6804.178572923351,2060.275959732642,4129.06650962809,3902.3358816909376,3324.4777715622017,4893.33781593232,3614.566323086866,2087.503387960496,2782.833683241484,2768.256107064015,2582.8459169690577,2981.747585179005,0.58251953125,0.08740234375,0.290654228900812,0.2734375,0.206298828125,0.37451171875,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk111.wav,16000,220500,13.78,94.1288,-309.67282,-23.71111,-17.089558,-29.814614295959476,-4.775150775909424,6270.715354935027,1971.72895488654,3977.337554334397,3897.5619463252033,3351.768147108385,4646.705199552169,3450.4818075751737,2116.425173329466,2841.8747530963733,2837.456538339003,2650.4519346349807,3059.05549799448,0.54296875,0.0654296875,0.2571418213457077,0.2373046875,0.1669921875,0.345458984375,2
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk25.wav,16000,220500,13.78,137.23236,-468.52924,-19.802656,-8.569855,-21.739787101745605,1.8702512979507449,7711.070428665436,1563.2544076105432,4107.990086626077,3910.852500885445,2789.1386919702386,5442.312141343225,3578.322385708353,1825.703581736296,2892.454580762501,2924.6998540839486,2716.294243379476,3123.717616592566,0.6474609375,0.0283203125,0.2978175754060325,0.265625,0.1279296875,0.46875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk93.wav,16000,220500,13.78,95.38121,-417.6277,-26.474556,-13.11285,-28.749341011047363,2.2180936336517334,7052.04972709938,2000.4852057026276,4571.723029771093,4535.5825357439,3519.3262039482097,5490.314498863196,3455.7945576034413,1825.6160420402332,2765.570465378828,2867.030435555216,2569.9339051424267,3010.6031509290638,0.6728515625,0.0625,0.332505936412413,0.31396484375,0.2001953125,0.443359375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk27.wav,16000,220500,13.78,118.583046,-500.8675,-23.667036,-8.9684105,-22.411189079284668,1.9376124143600464,7009.616600395859,1636.5554173024416,4263.427274584033,4365.920898266502,2895.478277753043,5639.767955957354,3543.147880695729,2237.206341569992,2916.8434566405726,2953.7956995037603,2737.7165064942687,3084.81294373316,0.642578125,0.0478515625,0.3128364722302784,0.3017578125,0.14404296875,0.4833984375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk90.wav,16000,220500,13.78,99.48631,-396.61957,-20.873714,-10.624066,-25.971410751342773,2.838683247566223,7018.096401053444,2020.280117394616,4314.705839502176,4354.118830940456,3253.7081645962453,5152.581344449975,3375.152556245788,1958.7635455052748,2832.2432682577555,2902.016370863274,2680.8373928979736,3012.1581065824867,0.64306640625,0.0654296875,0.3207951167343387,0.32763671875,0.187255859375,0.4306640625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk101.wav,16000,220500,13.78,103.0567,-414.92358,-21.391954,-12.940802,-27.95140266418457,2.4208263158798218,7045.560883375274,1930.948629627784,4240.419819557275,4049.470791735071,3209.3408187815944,5247.253545440759,3516.878788585328,1816.089926713654,2811.8824820555,2858.3193860862057,2611.194555617936,3013.153732693801,0.6982421875,0.0400390625,0.3096405524941995,0.2822265625,0.173095703125,0.431884765625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk142.wav,16000,220500,13.78,100.93988,-430.49286,-24.577913,-10.68065,-24.794655799865723,-1.0273659825325012,7236.319065437299,1989.7967099611055,4509.570069729347,4381.1083233324025,3355.8797730477763,5669.003643627895,3493.4510354188164,1929.4522528775267,2857.9855974742727,2896.379389658579,2703.4948004654,3076.2839868632527,0.728515625,0.04150390625,0.354573756525522,0.32568359375,0.217529296875,0.478271484375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk26.wav,16000,220500,13.78,121.388176,-498.097,-24.248701,-9.228942,-22.951154708862305,1.1701443791389463,7025.696667161933,1742.9638750180209,4450.456043118932,4336.064005402206,3052.793980196669,6011.397741851696,3598.2085920314603,2114.83780354812,2957.6023844078763,2976.0563585601403,2763.416773549176,3191.3019620419827,0.70703125,0.02490234375,0.3358910509715777,0.3115234375,0.14013671875,0.52392578125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk19.wav,16000,220500,13.78,121.20003,-321.8555,-13.592604,-4.568492,-16.782440185546875,6.107575178146362,7270.954209894116,1775.8873096008244,4733.138946105136,4621.794009381174,3504.763022985425,5977.978510388606,3391.815824674975,1898.3852049025504,2775.860616580385,2856.3903966633616,2583.875142034006,3016.5712127836123,0.6787109375,0.07421875,0.355093759063225,0.32421875,0.22265625,0.48046875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk77.wav,16000,220500,13.78,87.43364,-390.56744,-21.702103,-13.693975,-29.35142135620117,1.32843416929245,7294.819764573127,2080.702674830422,4293.414997310309,4101.673346565007,3294.374044925618,5142.173124515558,3447.6892111362017,1615.8813292438972,2690.660429682372,2749.2054702931678,2431.6137569457333,2952.453209334665,0.677734375,0.07861328125,0.3191127555829466,0.294921875,0.18994140625,0.4296875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk11.wav,16000,220500,13.78,105.3978,-584.31305,-36.75804,-14.260427,-31.558536529541016,-0.6231140494346619,7507.65369459801,1598.384438787327,4225.664056441482,4082.118037506252,3240.6392746138818,5480.415585074579,3591.491106959936,1932.0518188417127,2749.947107506688,2779.9143835626683,2546.727109805331,2931.071814261435,0.62939453125,0.0517578125,0.3080363616589327,0.2900390625,0.167724609375,0.42138671875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk10.wav,16000,220500,13.78,113.395615,-501.99213,-30.537664,-14.357906,-34.62760543823242,-0.3010475188493728,8258.111316907969,1557.4670914342785,4252.695702032415,3982.1035015941766,3292.612872883873,5360.313368024235,3565.4762023008466,1460.3747999393092,2684.5952949679927,2785.9749813056883,2384.732109912439,2944.9343293274187,0.6787109375,0.0498046875,0.3194209052349188,0.30712890625,0.187255859375,0.430908203125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk9.wav,16000,220500,13.78,106.01406,-492.04358,-29.21166,-11.879396,-33.051700592041016,0.7192139625549316,8662.138841965441,1943.9417923180968,4382.154827246835,4087.144796999978,3202.404446215788,5737.357821553904,3850.675582670058,1810.7031227675816,2653.770245011387,2691.785126900954,2436.0964263778333,2870.179756799458,0.70068359375,0.060546875,0.3390518507105568,0.31201171875,0.2021484375,0.48486328125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk8.wav,16000,220500,13.78,113.42671,-527.098,-34.070522,-10.678347,-32.60976028442383,1.0122381448745728,8868.586280901998,1804.884803118725,4626.974927012519,4590.975449384465,3457.3603955263734,5867.665177395924,3307.233785850032,1837.6108012659104,2617.9263641567686,2632.95435818842,2408.4150028137874,2858.4192433059243,0.673828125,0.076171875,0.3775490320475638,0.37353515625,0.23388671875,0.530517578125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk50.wav,16000,220500,13.78,105.87823,-545.4479,-22.526781,-10.261115,-24.80728054046631,0.9023216366767884,7326.506339257656,1973.744853860304,4564.332375093994,4406.666285846174,3486.3972233186623,5769.1576885486,3766.795670201389,2169.4391415407763,2987.6096669985877,3006.1692487164723,2851.376118479598,3160.105085409757,0.7265625,0.08349609375,0.3414943898636891,0.30615234375,0.202392578125,0.487060546875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk7.wav,16000,220500,13.78,106.81535,-514.01337,-33.81458,-9.149208,-33.04066276550293,1.168601632118225,8371.770804110392,1936.929439028523,4571.159564748655,4469.016662731314,3370.4702703578387,5953.122479837993,3413.483105395157,1798.467657491604,2572.3258879878567,2582.7018000697344,2342.783336282937,2799.896726606038,0.6875,0.06689453125,0.3748130709831787,0.37255859375,0.226806640625,0.5439453125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk6.wav,16000,220500,13.78,100.454315,-561.7514,-34.958385,-12.633259,-36.884315490722656,0.7826663553714752,8309.14415882086,1849.9863825833852,4446.636804804129,4174.400648726196,3324.426004427396,5769.926165849774,3363.714836925338,1743.3306269370387,2538.807968431076,2574.5516960812147,2315.3325016338385,2742.5548183368155,0.69384765625,0.0537109375,0.3491108976218097,0.32470703125,0.218505859375,0.517822265625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk5.wav,16000,220500,13.78,94.82361,-531.6429,-32.34701,-15.897318,-36.328643798828125,0.5626002848148346,8082.462926592751,1538.8303216519662,4104.923817702714,3874.851503301676,3389.2462133536587,4815.531415290805,3610.648048260788,1702.6792610754212,2625.6209252608505,2630.23356192406,2401.243414313027,2828.910018000024,0.7119140625,0.0390625,0.2897297799448955,0.26171875,0.1962890625,0.394287109375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk4.wav,16000,220500,13.78,87.79872,-534.9961,-34.664574,-7.14365,-30.05529308319092,1.6178000569343567,8643.080339144715,1991.0362169687328,4745.451391932878,4625.754991829458,3461.3456620043394,6229.658509077919,3575.174672693204,1573.7292483860688,2805.281375867102,2795.727364421052,2714.689222492092,2951.9992034092325,0.7001953125,0.04296875,0.376076257975638,0.35888671875,0.18896484375,0.59033203125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk3.wav,16000,220500,13.78,111.03999,-540.47974,-33.284447,-13.660057,-33.97926330566406,1.5032349824905396,7215.947509432533,1660.3826842666165,4345.240576112303,4134.215976314878,3294.297541078304,5508.142231106891,3425.962487551251,1680.619502839323,2664.9583753929696,2674.457635073399,2437.733936802016,2895.3930065586574,0.66796875,0.046875,0.3161638087296984,0.30126953125,0.174072265625,0.44775390625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk1.wav,16000,220500,13.78,125.10005,-498.46658,-31.199924,-10.552339,-33.92133140563965,2.482528805732727,7207.978514921249,1503.2572264163605,4218.676393635443,3965.111754541548,3157.826742486623,5426.84177180452,3578.7980628249984,1669.5139232094728,2660.4465251270685,2725.128375863132,2456.388155519724,2878.6925673258165,0.65185546875,0.0458984375,0.3072127410817865,0.2802734375,0.154541015625,0.451416015625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk7.wav,16000,220500,13.78,116.69708,-386.8751,-23.789398,-9.226352,-26.498197555541992,4.770782709121704,7513.408316653975,1593.0007717233102,4481.371287198635,4371.95012972719,3283.8668459753158,5677.677361533351,3431.373749841452,1548.990639325184,2574.123360634668,2688.484059125573,2247.599392323022,2916.8886551126634,0.7041015625,0.06494140625,0.3610856837296984,0.34814453125,0.221923828125,0.485107421875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk44.wav,16000,220500,13.78,110.78374,-375.92963,-25.51445,-13.928362,-29.345982551574707,0.7245915830135345,7439.594175950364,1922.312125748794,4267.598514733633,4153.466180745102,3234.2739001930768,5108.210694755251,3438.22255125578,1640.7322473646057,2783.380573960548,2854.9065741341924,2598.8252594516093,3017.123006985411,0.66259765625,0.09765625,0.319955635513341,0.31005859375,0.187255859375,0.432373046875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk260.wav,16000,220500,13.78,107.98345,-301.23312,-17.697416,-10.584683,-27.650145530700684,4.40816068649292,7428.343735814323,2051.4295787926385,4411.609669993159,4226.847246360743,3113.855233464308,5770.326075285224,3357.5206331617715,1689.25556419567,2743.5261036125908,2806.775607945321,2529.567510025316,3013.701544266957,0.701171875,0.0380859375,0.325846731801044,0.279296875,0.158203125,0.502197265625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk15.wav,16000,220500,13.78,135.83582,-674.759,-22.880514,-10.421469,-25.86633682250977,3.944932460784912,7171.817768904219,1933.5483092108248,4457.609660174331,4231.803174502509,3701.178207343818,5375.9428422688,3691.524407563412,1915.2584546454752,2720.283015793546,2739.5631786637214,2528.1543233170914,2941.946801630364,0.6533203125,0.07568359375,0.3364654328596287,0.3232421875,0.2392578125,0.438232421875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk49.wav,16000,220500,13.78,117.32555,-461.9194,-25.725605,-9.962984,-24.049842834472656,-0.3731653690338135,7792.667017748478,1536.507046771453,4228.326061764457,4144.536142067668,3287.049486301007,5336.455604100982,3567.568116945345,2050.918680107555,2868.610924026744,2938.4810665359773,2712.293728671456,3065.175722232544,0.62451171875,0.05322265625,0.3135569986223898,0.29931640625,0.179443359375,0.46923828125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk81.wav,16000,220500,13.78,96.59451,-382.94308,-23.457355,-8.961832,-23.63501739501953,3.9711427688598633,7193.802133476152,1806.623355942496,4381.784168219992,4421.37763549983,3289.112788034623,5246.373462852472,3375.5331959205446,1794.186204180687,2832.317309662932,2918.336032428752,2670.9689499141878,3045.9555183255043,0.66357421875,0.07763671875,0.3304825714182134,0.34228515625,0.168701171875,0.445068359375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk12.wav,16000,220500,13.78,118.63434,-530.0179,-34.824356,-10.140954,-31.150385856628414,0.7964111268520355,6914.6713621774215,1702.1130241344968,4252.814041057974,4083.045845023724,3124.0848627800897,5658.283172732077,3594.3657812736424,1758.2533177060466,2729.5790536200507,2745.8432743056705,2563.088413714141,2860.728285318612,0.62451171875,0.05615234375,0.327094058149652,0.3134765625,0.176025390625,0.48828125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk42.wav,16000,220500,13.78,117.39582,-460.3741,-22.503065,-11.489474,-25.66049575805664,0.6902644038200378,6949.202348394741,1902.436738219897,4273.896619934084,4033.869277299864,3295.672621997007,5251.417166325518,3502.688721379592,2013.6594632402127,2818.667389360673,2870.2623631582514,2578.3834949193424,3054.1194312619773,0.642578125,0.0771484375,0.3151192720417633,0.29052734375,0.1943359375,0.416259765625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk20.wav,16000,220500,13.78,90.75767,-311.35477,-22.89782,-13.489801,-24.11869239807129,-3.2697458267211914,7443.7791260374115,2142.5347135189622,4512.941822444047,4341.451158183254,3488.7340299972257,5426.666055472089,3323.6479224475274,2052.127892749426,2765.015549892171,2799.783802857475,2620.3263598906087,2959.0439420915754,0.64306640625,0.06884765625,0.3631113145301624,0.35498046875,0.254638671875,0.465576171875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk8.wav,16000,220500,13.78,132.52435,-565.311,-17.590876,-3.790981,-17.788496017456055,9.87590503692627,7389.333037268125,1359.1207503892408,4488.755192397211,4795.573552485406,3360.0640259359743,5615.959583672759,3838.491418930633,1836.352983796728,2743.787651492625,2776.5561336584688,2403.323948879717,3071.327802792546,0.66015625,0.0595703125,0.3644560705481438,0.39208984375,0.2314453125,0.477294921875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk37.wav,16000,220500,13.78,130.21844,-426.0828,-19.139236,-12.415326,-26.03582572937012,0.6047489941120148,8615.668614749686,1287.1427471962888,3961.9735538028144,3759.746202185724,2820.8410648035333,5077.810325840956,3620.4777581480375,1765.187155418184,2936.0577269066816,2944.8942592932067,2730.2380914090445,3182.832342384453,0.68017578125,0.03515625,0.2617980532192575,0.20947265625,0.130615234375,0.37353515625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk172.wav,16000,220500,13.78,112.67183,-386.00806,-19.612875,-10.114704,-22.291126251220703,-0.002423346042633,7627.445523901871,1689.8222585118194,4074.562880316414,4089.267143059695,3213.4876902883425,4911.551744512313,3706.92365062898,1985.6538375845564,2949.352448496479,3022.731536844175,2814.8874878722327,3136.978784799364,0.6005859375,0.0810546875,0.2977994489559165,0.27783203125,0.190185546875,0.39404296875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk64.wav,16000,220500,13.78,94.326195,-407.39877,-24.638222,-10.73597,-25.44755268096924,3.410487174987793,6994.415317202735,2332.5363514121163,4383.900673488616,4307.349432116783,3371.166574525276,5206.388564153341,3345.073987858714,1754.8577046756675,2719.594073363916,2807.6169855127314,2577.132538901321,2969.0013011084934,0.65283203125,0.052734375,0.3333386202146172,0.318359375,0.20947265625,0.439697265625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk41.wav,16000,220500,13.78,137.89429,-494.6498,-22.578815,-11.694225,-24.925158500671387,-0.0599038898944854,7375.531818825726,1467.272341155227,4272.746832470623,4093.231047230066,2748.774098985615,5803.140210538216,3587.6539838467347,1994.4960260535768,2813.451855012886,2821.9023928539145,2587.653348457781,3067.746501417332,0.72021484375,0.06298828125,0.3274067394141531,0.29248046875,0.1572265625,0.495361328125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk62.wav,16000,220500,13.78,104.886284,-394.00296,-24.146189,-9.941548,-25.859060287475582,3.283099889755249,7307.118454308314,2088.8852299116725,4396.823591738584,4384.970123985841,3458.851377162435,5146.790591847519,3354.1786755727526,1846.8840130282,2679.7662778106755,2743.413230679683,2411.2920792988425,2951.304121596419,0.70068359375,0.07275390625,0.3388569913718097,0.34716796875,0.21142578125,0.42626953125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk18.wav,16000,220500,13.78,119.37512,-374.63745,-21.0922,-13.089394,-24.55883407592773,-2.1126562356948853,7550.532872324696,1790.7594006494105,4326.855228391319,4012.051943731588,3260.9533744519517,5202.8980402476045,3607.416805337403,2060.795215103746,2929.4969194536984,2959.5136966279456,2756.599828632993,3116.011610215492,0.7275390625,0.068359375,0.3208925464037123,0.2880859375,0.18994140625,0.410400390625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk46.wav,16000,220500,13.78,108.51074,-645.63354,-15.533453,-2.808238,-15.896502017974854,9.92585802078247,8284.232784322727,1904.3350921099052,4243.343589901969,4018.834326250959,3228.197754341936,4894.02602585996,3371.433433141601,1714.740558284831,2713.442668730919,2806.3369646256424,2408.840996617444,3002.2705020733533,0.77685546875,0.03857421875,0.2826117495649652,0.25732421875,0.16943359375,0.33984375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk47.wav,16000,220500,13.78,78.29067,-376.01178,-14.142885,3.0891857,-10.802875518798828,15.556002140045166,6999.502302716555,1854.759272229984,4358.324211795719,4124.038973974564,3499.769713150791,5220.5465597917455,3412.777663636197,1867.94646105609,2805.834275692816,2796.3072589485887,2628.168538605035,3026.31724678883,0.6015625,0.04150390625,0.2895711735063805,0.2392578125,0.184814453125,0.403076171875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk21.wav,16000,220500,13.78,100.30321,-339.04483,-17.154287,-9.565338,-23.73269271850586,3.429901599884033,7651.237155734302,1958.3463850146777,4567.033603405784,4382.073003620582,3132.838915554252,6044.916824489583,3557.7939502217523,1705.0226568940134,2694.1844376945724,2793.807555389361,2393.29053578079,3014.3266194126936,0.74267578125,0.0869140625,0.3622265171838747,0.3408203125,0.195556640625,0.522216796875,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk184.wav,16000,220500,13.78,118.95175,-460.98712,-29.96443,-14.087452,-27.989208221435547,-1.670264482498169,7106.2556328179,1924.702502077513,4486.261043852612,4341.480110379368,3294.886712915757,5500.4636534061565,3510.494979289472,1799.4175128800732,2770.5966644515056,2844.135172074527,2618.0500479352286,3002.567670215283,0.66064453125,0.064453125,0.3432424593967517,0.33154296875,0.184814453125,0.475830078125,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk49.wav,16000,220500,13.78,86.75688,-411.7786,-23.570889,-10.245289,-24.24170017242432,2.85351037979126,7195.573142832778,2159.950179131918,4371.541639992787,4311.296329643807,3278.1121253133488,5370.930784964965,3344.557315359389,1730.2372106656128,2747.3637039637856,2811.707631155077,2590.1072908323667,2958.023950696316,0.6767578125,0.04638671875,0.3331856782917633,0.333984375,0.181640625,0.465087890625,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk8.wav,16000,220500,13.78,173.72638,-525.1438,-18.939255,-2.0930977,-20.24080467224121,13.480254650115969,6751.035636987223,818.1421398452294,4438.373288206739,4711.053136250671,3260.731353953652,5764.919718044052,3514.790387335373,1498.8514125713766,2548.5496373982114,2635.930537497757,2229.4468670797537,2895.78742614855,0.60595703125,0.0302734375,0.3185349749854988,0.32470703125,0.1904296875,0.458740234375,3
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk3.wav,16000,220500,13.78,121.305534,-623.1044,-11.294565,-1.0062944,-10.884760856628418,8.53540849685669,9151.644180790336,1623.914675866059,4215.888373261916,4086.6456355904256,3292.2802374111743,5042.083122275325,3636.519690953905,2047.8980675784887,2781.783233390693,2789.7262420994443,2600.447865317138,2947.047085534049,0.8212890625,0.0,0.289605160600348,0.2685546875,0.18017578125,0.3857421875,3
