Audio,Length,Duration,Sample_Rate,MFCC_max,MFCC_min,MFCC_mean,MFCC_median,MFCC_q1,MFCC_q3,spectral_centroid_max,spectral_centroid_min,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_q1,spectral_centroid_q3,spectral_bandwidth_max,spectral_bandwidth_min,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_q1,spectral_bandwidth_q3,zcr_max,zcr_min,zcr_mean,zcr_median,zcr_q1,zcr_q3,cluster
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk0.wav,16000,220500,13.78,82.61311,-655.889,-16.303965,-7.9105854,-19.455872535705566,2.8125230073928837,7322.656803611896,0.0,4170.685154064272,4144.859864188245,3505.3356149604992,4726.913572141082,3734.3972110882514,0.0,2766.1060406865377,2807.876795279008,2633.768369071068,2940.834538818058,0.60498046875,0.0,0.2964932116444315,0.2900390625,0.216796875,0.3671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk17.wav,16000,220500,13.78,119.984764,-309.3238,-18.929985,-11.909122,-27.57637882232666,2.657076597213745,7142.964517412552,1597.8482261200606,3920.2495489904286,3754.902117289029,2589.8725575780613,4815.905099371904,3397.70710395981,1760.3832185435317,2691.396615860496,2752.642535503226,2408.108893478551,2969.2687067924653,0.68505859375,0.05712890625,0.2767806971432714,0.236328125,0.11767578125,0.39697265625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk34.wav,16000,220500,13.78,103.092155,-302.60092,-18.103329,-11.798861,-27.87639141082764,4.009503602981567,7285.663939278993,1742.5980094305785,3947.920080708761,3732.347278031189,2840.380957486246,4878.55508495246,3384.3669152823645,1675.609291969584,2649.4596618301657,2722.9904421586025,2395.5093819242225,2927.8676834659427,0.66357421875,0.08251953125,0.2900152715342227,0.251953125,0.1748046875,0.39013671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk52.wav,16000,220500,13.78,107.50282,-302.9024,-19.35978,-13.075249,-28.58574867248535,3.250142335891724,7298.074875115332,2022.6151681220376,3976.5229029004095,3587.228048024447,2830.1661984752827,5036.053733634802,3574.3108478655063,1814.8684047733425,2695.7948277304617,2761.7870953768597,2447.9754376686287,2971.355278985494,0.68408203125,0.06201171875,0.2816771044808585,0.220703125,0.1376953125,0.415283203125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk71.wav,16000,220500,13.78,104.455925,-404.22635,-22.772783,-11.907156,-28.23630142211914,2.7789820432662964,7270.87184711628,1551.3125452496454,3961.105467260855,3725.90067090166,2868.828611376646,4669.861390181956,3435.0834582056077,1553.719239621743,2675.5553904309354,2723.519686994342,2393.5672411018577,2975.220564969873,0.67578125,0.0576171875,0.2850327635585847,0.25244140625,0.15673828125,0.39013671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk76.wav,16000,220500,13.78,101.25467,-276.7814,-17.808176,-14.078851,-29.39232635498047,2.597845554351806,7416.861815100383,1662.6499360434375,3967.9995636957374,3667.668035393396,2838.876512506306,4909.832636820021,3603.290840249365,1839.273285680955,2814.2483352248346,2853.666925902321,2572.973911158455,3070.798542786204,0.697265625,0.05322265625,0.2793455898346867,0.2314453125,0.1484375,0.400390625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk91.wav,16000,220500,13.78,109.343666,-386.91812,-22.86814,-12.7058,-28.168556213378903,2.866858720779419,6807.56654734241,1811.32849217854,3983.227831572414,3819.751642194748,2769.5715482980786,5112.892303941897,3394.99687428144,1699.0496291621014,2702.216184576688,2759.6369942160795,2442.5245880218,2982.781060631833,0.6416015625,0.0615234375,0.2962451058584687,0.25048828125,0.149658203125,0.43994140625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk95.wav,16000,220500,13.78,114.49489,-394.281,-23.428072,-12.17755,-28.48526763916016,2.961631655693054,7012.229687866055,1970.3629566335655,3991.211843879272,3700.5003097470735,2918.998298171966,5003.58965526414,3279.0790608330985,1807.2070533492908,2594.6930990872806,2619.5097726000704,2378.5230558326025,2832.2317817618346,0.673828125,0.0712890625,0.292905307424594,0.24853515625,0.161376953125,0.420654296875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk150.wav,16000,220500,13.78,126.16695,-294.9425,-16.54157,-12.617501,-28.096162796020508,1.972131609916687,7075.242197866594,1496.8549355097366,3911.383487810866,3667.0889351344304,2723.8959366468093,4983.810781641088,3465.735323901601,1773.9903914249496,2788.3178439835688,2877.215630244183,2563.837260648026,3060.23665654227,0.6494140625,0.06396484375,0.2641069098027842,0.220703125,0.13916015625,0.369873046875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk152.wav,16000,220500,13.78,106.99693,-331.2766,-17.255583,-13.554981,-28.63981056213379,2.2895714044570923,7003.982132253803,1703.5509556346365,3966.403821087358,3843.7377271257697,2740.928703565908,4940.249250221021,3481.3329923848205,1636.8005549670877,2749.980687099533,2821.8644874809515,2471.282318963513,3065.296236636186,0.6484375,0.06298828125,0.2747380727958237,0.2353515625,0.144775390625,0.394775390625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk2.wav,16000,220500,13.78,110.68652,-356.66104,-20.978577,-9.705887,-24.78797721862793,4.236813068389893,6951.588320621942,1788.0241874572132,3989.8005399247695,3933.522395762821,2635.231243467975,4886.47422686584,3405.399438884573,1755.991965907835,2669.0323488584977,2767.007526366009,2385.388543960068,2940.4638135782134,0.6484375,0.0634765625,0.3018903621664733,0.2880859375,0.14990234375,0.4013671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk156.wav,16000,220500,13.78,106.11221,-374.60626,-21.914951,-12.4699135,-28.94415664672852,2.6765615940093994,7332.604250679708,1727.3050540638424,4052.592526334702,3798.855082456017,2871.888724986815,5006.672686981308,3484.786782051954,1841.5954696246545,2739.330979974452,2798.2318733046027,2480.6914905979265,2995.4494862456586,0.66943359375,0.05859375,0.282172183149652,0.22705078125,0.124267578125,0.406494140625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk196.wav,16000,220500,13.78,118.42938,-323.28345,-17.986,-12.515018,-31.07723426818848,4.272077560424805,7181.657089465504,1636.2894205744574,3904.402915976456,3582.602950098372,2606.410581352864,5230.5828871726335,3471.5171240564814,1689.4006184697937,2713.621502442479,2780.5199759150164,2428.3546754543145,3023.50367575138,0.6796875,0.04638671875,0.28040938587587,0.2021484375,0.128662109375,0.425537109375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk202.wav,16000,220500,13.78,107.14018,-378.61948,-19.152115,-11.599232,-28.66027545928955,2.9620487689971924,7257.988153339981,1790.3771853352018,3942.7221567864,3701.776603981085,2767.6865723376413,4845.814496630117,3670.863465936241,1750.591630417065,2787.212383398268,2877.621332246342,2509.05384297753,3096.6355738236634,0.6669921875,0.05615234375,0.2744559799158932,0.240234375,0.145263671875,0.390380859375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk211.wav,16000,220500,13.78,107.97203,-287.811,-16.472824,-10.366476,-26.26183795928955,5.466580867767334,7190.943063541716,1568.6070047600133,3967.895975271537,3565.708702570014,2754.90264786429,5161.580268220764,3410.282270649346,1821.8356895208467,2704.8321630678697,2759.470836280921,2419.859973783793,3000.734456995489,0.66064453125,0.0634765625,0.289098752900232,0.24267578125,0.1572265625,0.413818359375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk222.wav,16000,220500,13.78,123.677124,-350.23215,-15.661317,-10.499725,-25.945944786071777,4.057419300079346,7164.274518507858,1641.9895051601166,3863.363236094715,3387.4780522976357,2563.8795629958386,5071.042556515118,3582.585958504857,1869.9217605321992,2731.718868912311,2798.125437041382,2449.971886486309,3015.1388634739337,0.67529296875,0.056640625,0.2719896497969837,0.21875,0.1142578125,0.409423828125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk255.wav,16000,220500,13.78,114.48158,-326.58298,-16.53147,-9.071053,-23.44322395324707,5.001866579055786,7382.39225319394,1596.4662702956734,4054.241684819307,3782.638015623392,2942.1629095589037,5005.127125496627,3588.9448567541967,1850.9700449245947,2824.500061279056,2918.803511430545,2557.4940650349563,3107.877026823775,0.6826171875,0.06201171875,0.2877188768851508,0.2392578125,0.15771484375,0.400390625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk270.wav,16000,220500,13.78,113.1472,-291.06424,-15.969085,-8.483303,-23.079404830932617,4.838883638381958,7247.740238332686,1579.1302611639849,3929.726056318316,3912.4811379049697,2560.33720560466,4951.392438712013,3466.4378127495843,1637.3032544968312,2741.0565004646824,2834.384096551477,2410.342336727328,3050.772265275205,0.65234375,0.0498046875,0.2789150866444315,0.25146484375,0.11767578125,0.421142578125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk271.wav,16000,220500,13.78,110.53548,-251.40921,-13.853165,-9.209887,-23.66908359527588,4.904537916183472,7231.914777211157,1747.6283526455445,4020.093786612558,3810.9886374806383,2817.982132750645,4954.352249999409,3556.36693371416,1936.1570911186568,2805.3332664734057,2867.2698994421908,2569.0582944702974,3054.739125616487,0.67822265625,0.0576171875,0.2866018343967517,0.2412109375,0.137451171875,0.407470703125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk275.wav,16000,220500,13.78,90.80847,-314.74295,-19.238546,-12.364389,-27.67302894592285,3.5544629096984863,7268.302533160097,1864.78511881222,4101.450771154042,3751.305839837527,2870.287729271773,5073.632424359595,3539.1139560654183,1876.3597452965248,2777.2857179806865,2839.579721017477,2508.5902739272037,3062.839868960836,0.68212890625,0.05810546875,0.2847076203596287,0.24365234375,0.141845703125,0.394287109375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk283.wav,16000,220500,13.78,107.53572,-425.57382,-23.25038,-8.909752,-23.18169116973877,4.677682876586914,6893.381409364565,1806.9111650881648,4007.793497471776,3856.145008162344,2782.667556639724,5097.738428650468,3341.3550940943683,1805.6041429666336,2718.248455556045,2796.4165450620885,2412.9278338338704,3008.0186680334546,0.638671875,0.06005859375,0.2888336535672854,0.23583984375,0.149658203125,0.428466796875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk189.wav,16000,220500,13.78,111.022766,-285.90662,-13.701538,-9.615009,-25.234030723571777,4.52450704574585,7192.237277083988,1612.1078948042723,3989.737969374269,3638.0324415115215,2890.590974035249,4969.698574686576,3570.71320379033,1614.5225185751192,2795.488885774524,2916.230907078685,2528.0421813311887,3076.7354545869434,0.6552734375,0.04150390625,0.2794838040168213,0.21435546875,0.138671875,0.41015625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk0.wav,16000,220500,13.78,110.585144,-575.96075,-20.57322,-9.771218,-24.671935081481934,2.601811408996582,7322.878371755986,0.0,4397.815303857991,4383.609845356946,3384.87973687376,5419.295558335938,3555.974121604217,0.0,2769.0946160948997,2852.3363186705114,2633.4958745260283,3003.3128538859764,0.67724609375,0.0,0.344265470925174,0.35400390625,0.209716796875,0.46484375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk177.wav,16000,220500,13.78,113.79353,-351.34885,-22.552744,-13.790686,-28.106460571289062,-2.873196601867676,7397.980877502138,1581.0423164381716,4029.433285875468,3757.599057275487,2942.27124419802,5175.037201999832,3421.052729406472,1921.0438346649544,2805.537642958211,2825.4717262565464,2611.5709026578334,3017.8532515883744,0.63330078125,0.0634765625,0.294090324100928,0.2509765625,0.148193359375,0.44384765625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk154.wav,16000,220500,13.78,118.130646,-433.6056,-23.44794,-10.991493,-24.678353309631348,-1.03775954246521,7475.599795102383,1665.2822329037076,3907.903369318872,3729.3741746716287,2862.152583834368,4943.520444302683,3413.499474045716,1822.1625229721733,2760.770379383895,2825.0104191289797,2546.783396959767,3045.309195839226,0.6611328125,0.07666015625,0.2851596487093967,0.25830078125,0.156005859375,0.40185546875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk59.wav,16000,220500,13.78,190.76817,-268.71603,-12.774149,-7.0149336,-21.242521286010746,7.517472982406616,7180.278738870858,600.0326204885046,4042.016308813084,3939.312794298942,2163.266311283008,6058.779103374728,3810.128356126853,966.0419200752216,2666.065559178631,2728.855348255749,2360.4255077502003,3034.1185755921297,0.806640625,0.0341796875,0.3471260513341067,0.2666015625,0.1083984375,0.60986328125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk68.wav,16000,220500,13.78,142.42316,-504.13373,-21.742842,-8.325383,-22.4887638092041,3.025317430496216,7194.590387332596,1188.6316360524156,4035.25837787542,3914.7812520992898,2633.4661532811906,5243.029197119955,3597.902978660783,1489.8059818799215,2575.1240708683717,2632.859557294097,2194.1287986584057,2959.485436404834,0.669921875,0.0400390625,0.3006577635585847,0.26806640625,0.15380859375,0.419921875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk0.wav,16000,220500,13.78,114.511505,-572.4932,-17.131176,-8.974943,-25.06259822845459,3.4335529804229736,6737.899488657133,0.0,4033.1764398827154,3796.001845871189,3311.6090697452387,4733.429302781415,3359.710703170371,0.0,2705.5631240905604,2758.965036711231,2569.0318960785894,2882.443062682609,0.6337890625,0.0,0.2683122462296984,0.24072265625,0.18115234375,0.345703125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk2.wav,16000,220500,13.78,112.21156,-586.10547,-22.305552,-5.885945,-23.456958770751957,4.538699388504028,7411.760889656623,1643.6228240221926,3866.4368856482665,3226.4268721738954,2453.518021820817,5263.253909671275,3667.48575290498,1579.6482511640777,2651.8318836318685,2671.3173453210384,2358.4713570183067,2964.0698542197388,0.69775390625,0.06494140625,0.2750224314820185,0.19677734375,0.126220703125,0.392822265625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk3.wav,16000,220500,13.78,123.50946,-373.4486,-19.239904,-6.4587874,-23.98946952819824,4.19097113609314,7829.931804510442,1614.268005677406,4041.0337193035953,3485.8742344548573,2564.27103094752,5391.1106601748,3765.400486214975,1600.8424610128764,2678.0314941850693,2750.629627620376,2368.2937414694734,2984.475677924222,0.72509765625,0.06103515625,0.292417026174594,0.23583984375,0.14794921875,0.401123046875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk8.wav,16000,220500,13.78,102.35902,-392.675,-21.557468,-7.400629,-21.88686466217041,2.994580030441284,7234.237411744361,1632.4009596994997,4063.419039337944,3701.149345921156,3027.73984511936,5211.872542114897,3482.4208472701825,1621.8163824570202,2688.430580409517,2697.739345238675,2513.695766943053,2966.791939315615,0.64794921875,0.07958984375,0.3144519920968677,0.26953125,0.181640625,0.44970703125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk9.wav,16000,220500,13.78,113.66295,-435.5348,-16.96293,-6.195365,-21.959832191467285,6.222220659255981,7394.879931041314,1810.3941143061504,3958.784880222334,3624.631962467689,2873.482825364128,5083.083209495917,3492.0082192967675,1694.4079356307473,2669.477998403177,2677.538204906763,2464.0871561450977,2908.1373038731185,0.70068359375,0.06494140625,0.2857646189820185,0.2431640625,0.15283203125,0.415283203125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk14.wav,16000,220500,13.78,123.207275,-384.71075,-17.96811,-9.423227,-25.58292388916016,3.0214377641677856,7123.05957098257,1896.182429411499,3951.722623606585,3395.587725747538,2735.2029476594043,5317.985578491011,3398.55673210017,1736.0124412097423,2605.0333526929912,2597.660300680685,2383.6527422586223,2863.578320803117,0.63232421875,0.0576171875,0.2907618546983758,0.2646484375,0.16259765625,0.40380859375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk15.wav,16000,220500,13.78,132.61014,-450.01364,-21.327232,-9.458287,-27.001185417175293,3.530383586883545,7390.163649059236,1789.7977282229394,3920.1042400899337,3382.454614031645,2745.2231560254304,4964.603331716948,3475.6060454599024,1586.2160282842017,2572.9846219406454,2598.237517157395,2339.065963117392,2831.315684554415,0.66259765625,0.07177734375,0.2736425554669373,0.23193359375,0.151611328125,0.364013671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk17.wav,16000,220500,13.78,119.56549,-467.84262,-22.18646,-7.8163357,-22.639310836791992,3.729837775230408,7549.820452455788,1540.4595211783922,3999.7122839735785,3539.398720742317,2845.398376503485,5305.478892565121,3487.3978488709163,1716.0867817871886,2660.674527895974,2681.095166692917,2391.0569286803066,2947.0074511189714,0.68701171875,0.04638671875,0.2992337043213457,0.2490234375,0.16015625,0.434326171875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk25.wav,16000,220500,13.78,140.84673,-308.14496,-13.36124,-7.1468997,-17.095304489135742,2.325292706489563,7185.621539923001,1603.6448097740151,4028.136209588544,3626.986265411787,3063.0560319863966,4930.553579181706,3646.3975126455607,1526.5447530630545,2958.7401047262465,2993.4680547580565,2848.118713358548,3163.505400322201,0.69677734375,0.06591796875,0.2725708291038283,0.20556640625,0.13671875,0.353515625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk31.wav,16000,220500,13.78,171.21605,-602.6551,-13.816194,-8.24178,-20.56606769561768,3.7579922676086426,7651.287935884248,956.181151058954,3738.577475450746,3488.4586202511755,2851.570538542699,4552.90852947557,3631.912497553675,1622.184921671424,2677.774599174224,2715.113677072646,2484.2035963356097,2922.611293947789,0.7197265625,0.0380859375,0.2675769920968677,0.23388671875,0.156005859375,0.33935546875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk1.wav,16000,220500,13.78,125.019714,-385.36783,-18.511837,-7.118257,-19.825318336486816,4.262840032577515,7421.20093560152,1636.1305759963968,3944.2736756005984,3612.606448784489,2563.3134835622564,5169.422728041343,3285.537957650713,1835.4883210956075,2514.9063990107475,2484.731476930465,2324.0758951331245,2699.492719279564,0.6572265625,0.03759765625,0.2720621555974478,0.24560546875,0.105712890625,0.3876953125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk3.wav,16000,220500,13.78,125.21466,-297.44574,-13.779669,-6.9258175,-19.58576393127441,4.543035507202148,7110.6679898187085,1492.3253135931946,3843.402006281651,3553.594668749066,2598.4141629503047,5015.474629275901,3336.541743637846,1720.5150493616393,2501.233177868989,2487.6684097712778,2274.488191346381,2702.5765370739077,0.64501953125,0.0302734375,0.2616337822650812,0.220703125,0.1044921875,0.37890625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk15.wav,16000,220500,13.78,119.07084,-433.63922,-24.597454,-9.849745,-23.99345016479492,0.3354890346527099,7675.087355110357,1703.8036764517035,3928.441152623212,3876.2464654689993,3054.1604146595973,4653.202025115885,3471.996445854161,1843.5890242142884,2818.4171962259143,2840.4127926313013,2667.150380859617,3026.708436489557,0.6396484375,0.0966796875,0.2807787122969837,0.2724609375,0.179931640625,0.348876953125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk25.wav,16000,220500,13.78,107.31818,-392.20105,-25.268484,-14.222884,-27.94809913635254,-4.017955303192139,7772.510897587051,1514.3605710987931,3957.867722891176,3730.1067334657455,2917.9152398843826,4885.057423441562,3493.65570198256,1941.751758154957,2838.01030267143,2881.753201309247,2573.242545408949,3076.3806424924337,0.68603515625,0.07080078125,0.2835973752900232,0.2568359375,0.159912109375,0.38671875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk89.wav,16000,220500,13.78,134.4198,-394.76813,-25.97193,-14.152767,-28.246000289916992,-3.819344997406006,7474.052858459031,1615.8416440351332,3894.937272408575,3767.149697496687,2671.6969779978976,4922.275431482655,3370.467569647068,1917.1039234790549,2701.579445762486,2700.1396984772146,2452.504275207036,2961.6866548253797,0.71533203125,0.07177734375,0.2898929179959397,0.26953125,0.138916015625,0.418701171875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk102.wav,16000,220500,13.78,113.14366,-382.44455,-25.092752,-13.442129,-25.574787139892575,-4.159041404724121,7074.3388665057255,1662.102617142873,3942.634091390064,3979.7610103540974,2653.6421868863576,5041.1013824760885,3501.2770229662306,1783.6421921278136,2760.594088565528,2833.264992438202,2554.550422792784,3005.031752977713,0.6455078125,0.0546875,0.293077508700696,0.2763671875,0.134521484375,0.431640625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk127.wav,16000,220500,13.78,112.30147,-451.94705,-32.65355,-16.731478,-37.50300598144531,-4.614669322967529,7259.187364775327,1441.7231330294755,3921.865945231498,4050.84024334103,2744.4088597585587,4862.964174085711,3416.713256927562,1555.5070953603429,2614.078056174024,2647.4421990396218,2436.985774793321,2836.3760182375245,0.64794921875,0.05078125,0.2895201928654292,0.29736328125,0.153076171875,0.390869140625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk132.wav,16000,220500,13.78,109.85624,-432.47174,-26.34871,-17.173285,-31.095548629760746,-3.306376099586487,7160.6894733233175,1620.8723507818054,3857.5697131994825,3491.2498207160224,2679.786313987647,5046.329777775349,3406.5460830741868,1873.3458802549508,2739.180617956108,2776.323051632776,2552.452485531958,2964.498501232877,0.66552734375,0.06201171875,0.2627145718532482,0.216796875,0.116455078125,0.378662109375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video5/chunk133.wav,16000,220500,13.78,115.49065,-457.9213,-26.81621,-14.081985,-28.008469581604004,-1.3951850533485413,6865.708979162828,1676.0850432929335,3967.979228836386,3831.589867681969,2815.368354336172,4981.926748556718,3342.727693792928,1957.3420691873907,2694.5484424244214,2723.02112567948,2467.51571822246,2929.706207550648,0.62646484375,0.05615234375,0.2926084868039443,0.27880859375,0.137451171875,0.431396484375,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk14.wav,16000,220500,13.78,140.82126,-629.18,-20.547638,-9.821112,-23.44614887237549,4.0482177734375,7448.331722855007,1168.2793777247869,3957.9577383068886,3693.133697265208,2948.1013043473204,4851.357336495601,3361.699113816592,1671.5221129241888,2560.217478701224,2551.703200768457,2311.689207486017,2825.696244133237,0.68017578125,0.04248046875,0.2820113109048724,0.234375,0.172119140625,0.381591796875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk36.wav,16000,220500,13.78,146.98993,-328.64462,-22.010283,-11.854446,-30.389565467834476,3.568028926849365,7274.334611517577,1155.5630216737648,3771.454770653202,3474.6434532806097,2493.643249098757,5010.72825290757,3504.537516356524,1341.283687773585,2573.9575230172118,2604.1821645844143,2275.576536166337,2892.573071909033,0.6875,0.0458984375,0.2683711571925754,0.203125,0.12841796875,0.394775390625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video9/chunk32.wav,16000,220500,13.78,121.632,-492.8495,-18.03541,-9.641176,-22.0556001663208,2.0030922889709477,7433.49702575211,1771.7580982201189,3977.868739204148,3668.578029480642,2770.6357667041234,5037.702976447681,3600.671948907577,1993.2907354858544,2925.8298947422763,2951.605116667605,2711.236133725662,3157.566393242857,0.71142578125,0.0419921875,0.2625876867024362,0.2177734375,0.12060546875,0.37890625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video11/chunk7.wav,16000,220500,13.78,166.57562,-617.6603,-16.361952,0.7985689,-11.773325443267822,11.48193073272705,6880.997191461306,564.6770125581938,4158.724648738164,4399.3214541440575,3246.249373929788,5357.074682129951,3518.190840233677,1214.4889932429558,2658.601768474304,2760.3525889618004,2358.233579949649,3036.8540540435465,0.60205078125,0.00390625,0.2893604535237819,0.3056640625,0.154541015625,0.407470703125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk82.wav,16000,220500,13.78,164.0923,-418.08008,-16.408512,-8.001152,-20.435104370117188,4.779086112976074,7290.688821335503,1481.342457171737,3905.8660004330345,3735.717718854525,2912.9677425456257,4778.078916145776,3619.053978175288,1756.3866134387224,2840.6262988359904,2905.685626961256,2610.7937108127644,3086.9771574775723,0.66162109375,0.05126953125,0.2272886909077726,0.19287109375,0.12109375,0.300048828125,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk84.wav,16000,220500,13.78,131.97324,-399.04007,-20.285963,-12.206783,-25.515145301818848,-0.041374996304512,7430.929547318727,1485.3603146635207,3956.394224619663,3835.5084961423336,3202.324653301056,4617.321686085639,3626.470185802035,1416.388689468254,2673.212196959332,2709.9646965329566,2476.86487523188,2944.7876085481694,0.67919921875,0.07763671875,0.2524765262470997,0.23095703125,0.176513671875,0.309326171875,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk89.wav,16000,220500,13.78,113.47673,-480.49408,-21.748966,-10.695347,-24.474119186401367,3.2045490741729736,7661.839179466609,1412.7369842272424,3918.261076788488,3646.819503925904,2888.941887108412,4575.424092365905,3614.575350190773,1761.199897636667,2776.5708448729715,2801.7336569739746,2616.663199613349,2994.4931435289527,0.70751953125,0.0498046875,0.2457538790603248,0.19677734375,0.138916015625,0.31640625,0
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk95.wav,16000,220500,13.78,162.64981,-400.7976,-13.63609,-8.124208,-20.07583522796631,4.391892671585083,7348.220025379568,1048.2455654523485,3918.2209965329553,3964.8063983645966,3064.879452618002,4672.379331123719,3514.171400099604,1512.0233018184324,2775.77889017686,2848.394085571073,2597.7529289602203,3011.884193146666,0.6640625,0.03564453125,0.2565697052639211,0.23291015625,0.159912109375,0.33447265625,0
