Audio,Length,Duration,Sample_Rate,MFCC_max,MFCC_min,MFCC_mean,MFCC_median,MFCC_q1,MFCC_q3,spectral_centroid_max,spectral_centroid_min,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_q1,spectral_centroid_q3,spectral_bandwidth_max,spectral_bandwidth_min,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_q1,spectral_bandwidth_q3,zcr_max,zcr_min,zcr_mean,zcr_median,zcr_q1,zcr_q3,cluster,selection_model_y
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk65.wav,220500,10.0,22050,202.2059,-442.5291,-25.845234,-11.1008215,-24.31819534301757,-1.2689660787582395,6501.5351093173895,567.9283322619117,1566.4390759076196,1252.57590656819,954.7815686987798,1453.726205748584,3698.61711502737,726.8517209679806,1765.0061331961558,1635.412909368711,1197.851904363688,2144.2849063258573,0.64697265625,0.0263671875,0.0902051460991879,0.0537109375,0.0439453125,0.074951171875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk64.wav,220500,10.0,22050,208.86606,-690.803,-36.104393,-10.297651,-21.885449409484863,-0.5300861895084381,6900.150499531876,0.0,1490.7498284045428,1029.980542571874,719.3627513113528,1780.5069221422632,3712.6090809816674,0.0,1398.8728758910754,1163.5931483967488,735.7514513671117,2063.4591315411603,0.61962890625,0.0,0.0805301533497679,0.05224609375,0.03369140625,0.078369140625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk141.wav,220500,10.0,22050,214.78543,-739.3048,-22.992388,-1.7508585,-12.868375778198242,10.08436679840088,6640.305545460665,625.1925129274168,1651.3662715557978,1246.1587595893195,1004.1854449577596,1608.393869895682,3577.586807968136,968.5377194804806,1876.0176016423657,1723.1879546075902,1416.7349244994557,2174.733474660924,0.5,0.0224609375,0.083071255075406,0.05224609375,0.0419921875,0.0810546875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk77.wav,220500,10.0,22050,217.79883,-517.49677,-21.425201,-7.265212,-17.504051208496094,5.191779136657715,6593.135102398968,519.6065213169579,1442.354345558762,1093.431596041768,728.8728789957703,1522.8193984861427,3834.488534484047,672.2010548725917,1697.1095724780516,1531.9581097506475,991.0447753916488,2145.124307166937,0.5791015625,0.02587890625,0.0705368148201856,0.0439453125,0.03857421875,0.0615234375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk78.wav,220500,10.0,22050,213.0829,-493.67334,-21.032824,-9.12977,-21.426257133483887,3.3000372648239136,6422.49840407896,492.1216566645653,1568.0971012077448,1282.873467595789,885.8220094123478,1738.615799845759,3783.698871496087,670.8102030700427,1738.9727815289434,1653.5853288019905,1233.6445645235715,2094.562799217767,0.55517578125,0.02197265625,0.0769037304234338,0.048828125,0.0390625,0.076904296875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk147.wav,220500,10.0,22050,216.78992,-494.4904,-18.703093,-0.561442,-11.197321891784668,11.880162715911863,6521.319406608816,693.9257439919279,1672.2173772927977,1133.2677133283396,955.402604514399,1751.7564784742697,3857.33274772848,915.5115130329544,1952.527438656896,1682.5383647309316,1426.2791801943526,2364.2672749774274,0.55322265625,0.0146484375,0.0816641893851508,0.048828125,0.03662109375,0.080078125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk148.wav,220500,10.0,22050,219.43396,-515.61584,-18.454231,-0.7265413,-11.7621169090271,11.754981994628906,6361.973001524444,566.6722403578824,1700.5424942058316,1184.910525820216,972.1496946750416,1715.014953087524,3689.7775681084217,843.0343445599475,1876.4555842476743,1618.5781886584136,1392.4653106960202,2305.0773698472385,0.537109375,0.02197265625,0.0820980912848027,0.04833984375,0.03759765625,0.076904296875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk149.wav,220500,10.0,22050,209.13452,-523.9369,-19.128069,-1.6640131,-13.171916961669922,10.639585494995115,6243.230035771665,552.3716220464231,1705.815574024686,1193.137575146774,948.2018432740113,1868.5501447578577,3766.4430818156384,913.23091386915,1883.633633362361,1697.6156851198891,1361.9977458661049,2190.7624424499554,0.5390625,0.01904296875,0.0851807207076566,0.05322265625,0.0400390625,0.093017578125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk60.wav,220500,10.0,22050,251.05524,-447.9556,-8.2406435,2.4699116,-10.841622829437256,17.256362915039062,6526.596103374732,382.92236616874175,1446.5013886110494,979.2960931421736,684.3200160248207,1654.90036740534,3809.99213409675,629.5994356756269,1751.4913954843466,1529.5456702764325,1133.6521791153802,2278.931734278799,0.54541015625,0.017578125,0.0666781467517401,0.03955078125,0.031005859375,0.060791015625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk111.wav,220500,10.0,22050,203.19695,-380.59628,-9.769551,-4.3982143,-19.050189971923828,8.67444372177124,6442.588443199171,519.7974675584868,1633.6048921187837,1301.6879101191605,969.6140614195892,1765.3715064222542,3749.0137280160297,711.3407448539515,1842.844634657424,1646.1233702722084,1304.5199533205264,2312.310083371773,0.61376953125,0.015625,0.0882327617459396,0.05859375,0.041748046875,0.089111328125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk86.wav,220500,10.0,22050,205.89374,-482.4091,-20.695808,-7.389409,-18.29841995239257,6.035776615142822,6511.4972419555015,464.0556920490752,1767.7743587377586,1318.395292726353,1037.008323750809,1916.8251525931144,3393.8220235128683,918.0675389797232,1847.9747284001949,1753.016996170272,1447.4758708062354,2163.722728826767,0.60498046875,0.0185546875,0.0915827563080046,0.0556640625,0.04296875,0.080810546875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk98.wav,220500,10.0,22050,207.5202,-439.68637,-13.929639,-2.33424,-14.769317626953123,11.385717391967772,6438.91692938197,468.3693237434466,1717.096802214054,1428.802982268356,1077.7477575404537,1868.4818874728064,3942.334585442981,906.2423745466266,1896.900445495001,1765.175219593393,1526.2621682645567,2159.2325551361787,0.5107421875,0.0185546875,0.0766488272186775,0.05322265625,0.037109375,0.08544921875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk45.wav,220500,10.0,22050,227.1727,-592.76074,-11.837679,0.54565257,-18.56222915649414,17.577425956726074,6545.940339891039,337.6215357021498,1777.2436577157423,1301.509183890409,967.4806831250446,1817.21646712876,4035.049063972996,702.5289109867288,1841.2786532472503,1613.9315931856102,1350.8950745660502,2267.845489298053,0.5283203125,0.00732421875,0.0912882014936194,0.04833984375,0.03466796875,0.090087890625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk102.wav,220500,10.0,22050,221.12827,-496.93094,-22.120981,-7.6045194,-21.728650093078613,5.728537559509277,6811.319081379388,535.8483352913468,1643.5709869935215,1282.1093773784974,1077.6066577886977,1677.2740167079924,3530.555718224399,895.8844597557149,1754.226722155245,1625.045750158038,1372.5007012909375,2051.149069217018,0.6025390625,0.015625,0.0836354408352668,0.056640625,0.043701171875,0.07568359375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk103.wav,220500,10.0,22050,200.03581,-489.01483,-18.126339,-4.1188126,-15.347894668579102,9.486076354980469,6418.963077907867,476.62916582995047,1692.5637671640934,1352.400806891923,1029.442481793322,1723.3197187320395,3782.677346571457,1023.2099590986118,1896.153807452204,1775.0725392186655,1490.2003791666175,2203.432227909986,0.51953125,0.015625,0.0755929614994199,0.05322265625,0.03369140625,0.07421875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video7/chunk15.wav,220500,10.0,22050,177.25388,-765.84973,-50.121017,0.0,-6.52357292175293,0.0,6928.408533939659,0.0,1697.303414436287,0.0,0.0,3816.849144150357,3845.182131244203,0.0,1137.2899094291374,0.0,0.0,2354.525332193067,0.62109375,0.0,0.1151097556554524,0.0,0.0,0.25927734375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video4/chunk46.wav,220500,10.0,22050,204.65854,-591.33185,-23.840612,-3.76714,-16.15736198425293,9.80347728729248,6445.777609317905,537.8816172872274,1427.9561802682078,1176.7533777956764,906.988833394875,1454.565386780293,3677.600568825164,886.4956927252241,1752.0999532351093,1626.8795044708966,1375.6353604722476,1940.5524145575555,0.552734375,0.01904296875,0.0644701185469837,0.03955078125,0.03125,0.057861328125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk109.wav,220500,10.0,22050,204.87646,-377.16275,-8.311529,-6.1521482,-21.331122398376465,8.364969730377197,6347.369956206722,653.1441872821343,1633.4119335130315,1255.4083788357227,959.9022341291244,1766.001332772581,3775.388422256229,800.3882105921193,1862.6775500732776,1747.7629673187148,1280.2588018377176,2331.884426397364,0.5185546875,0.02197265625,0.0888037449245939,0.056640625,0.0419921875,0.089111328125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video7/chunk16.wav,220500,10.0,22050,198.97107,-728.3003,-36.967625,0.0,-12.663115978240969,0.0,7531.60928706949,0.0,1485.5945005362803,1393.1247065596383,0.0,2406.236430445467,3777.426834471418,0.0,1304.9213396999617,1402.7373579925622,0.0,2271.7970459219314,0.6337890625,0.0,0.0919022349912993,0.07421875,0.0,0.137451171875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk59.wav,220500,10.0,22050,240.7385,-481.0712,-13.286225,-0.8264815,-12.055778503417969,11.910318851470947,6528.746498770663,495.0978100175295,1413.5970429994477,1032.9027318231188,765.4399623454041,1510.4947170979594,3734.5174666898106,923.1503877955532,1791.5107280282652,1618.76322417004,1314.4777492485491,2088.4938644722984,0.5419921875,0.0146484375,0.0649810578596287,0.041015625,0.03076171875,0.067138671875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk17.wav,220500,10.0,22050,227.35336,-524.2873,-6.1479225,4.631398,-11.5241379737854,21.76787757873535,7196.062082369429,234.3161584527552,1324.6761965306969,786.9973155722171,451.7566290349609,1225.0034718024942,3935.8261321459054,620.3575089854206,1595.4151201143457,1243.072329695368,949.255035189271,1904.8432536366863,0.61865234375,0.00244140625,0.0556901192720417,0.0322265625,0.017333984375,0.0419921875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk114.wav,220500,10.0,22050,187.00003,-575.06854,-15.288473,-4.6509466,-15.788475513458252,7.6100380420684814,6608.8335646622645,714.819987230702,1507.789352781875,1124.086707801411,921.4392590588508,1669.5663280934664,3600.654829285011,1085.862049199718,1702.8834945856163,1477.5510941307043,1293.5138720880575,1936.7227202299096,0.4677734375,0.00830078125,0.067948131162993,0.0458984375,0.03564453125,0.07080078125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk99.wav,220500,10.0,22050,222.74335,-430.8936,-9.312953,-0.7669619,-13.875266075134276,12.764134407043455,6823.733294114408,444.5685895411237,1574.5283199828632,1121.0814081346855,755.8325465734724,1747.4191750747625,3901.8531091435616,567.9138463193794,1729.218783049355,1587.2148208618937,1230.9885537606478,2041.4315168219528,0.60302734375,0.01123046875,0.0766714852813225,0.04296875,0.029296875,0.07177734375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk220.wav,220500,10.0,22050,214.5261,-370.7375,-7.6335473,-1.7822598,-16.091296195983887,8.964293003082275,6428.172142110795,578.9081293697809,1595.924611285424,1242.0177269822643,1029.5173647324018,1823.106406024512,3598.088710904529,819.9260963895713,1788.333704776028,1596.3779290482355,1131.1810589360202,2363.5759318664404,0.552734375,0.02197265625,0.081697043575986,0.0615234375,0.047119140625,0.077392578125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk123.wav,220500,10.0,22050,198.07715,-382.02686,-9.753928,-2.7740147,-16.121828079223633,9.966756343841553,6509.709368444671,609.6932703553848,1688.3020028805493,1391.4076195335267,1089.0735737335249,1846.6540043426169,3702.990215707271,948.5252683127712,1899.2390014699529,1776.239141223453,1479.3490411648272,2161.80673606049,0.560546875,0.0107421875,0.0773444297418793,0.056640625,0.042236328125,0.08056640625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk204.wav,220500,10.0,22050,218.56433,-382.13907,-7.2109966,-0.816543,-16.660802841186523,9.664778232574465,6362.070954981459,575.9613627268924,1575.634059026253,1401.0352760618996,1038.6355996013683,1819.3546492059843,3700.200526724256,759.3949754356972,1903.4060043035013,1782.557648372279,1420.360009614511,2340.6398836861786,0.51171875,0.02099609375,0.0734687681264501,0.05908203125,0.045654296875,0.074951171875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk200.wav,220500,10.0,22050,213.8682,-372.39386,-8.011695,-3.7507834,-21.23908233642578,10.081116199493408,6721.497732026911,556.3676652194271,1563.5523447683463,1218.9205838333537,1020.4802441981884,1592.1889924983184,3620.0333858099793,876.6651274954335,1788.936452150078,1622.856521080163,1271.5310661622038,2230.667912289025,0.6064453125,0.01904296875,0.0828106873549884,0.0595703125,0.04443359375,0.079345703125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk231.wav,220500,10.0,22050,214.35083,-378.31058,-5.332255,-3.1940053,-18.020983695983887,10.812341690063477,6699.8024629937945,589.5005531311607,1658.2516094699045,1179.4356837303098,936.6161034823872,1766.6601535155153,3646.26039089584,774.5796345025774,1798.6496303877136,1574.0077491013678,1290.0393606315115,2146.746008769322,0.59375,0.0126953125,0.093781721287703,0.05224609375,0.03857421875,0.09033203125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk18.wav,220500,10.0,22050,247.61441,-408.49762,1.6209669,10.193984,-1.958430290222168,25.65269660949707,6932.7290182986735,247.94997138519392,1182.467673812656,636.3031698892644,427.55727310923794,1019.3965435085704,4044.0208218782,651.4927380405063,1619.6606995933478,1199.0289183382995,1011.4882873642932,1799.6646841165598,0.3134765625,0.00244140625,0.0315196309454756,0.01806640625,0.008544921875,0.02978515625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk93.wav,220500,10.0,22050,216.70033,-394.69836,-10.501223,-2.531562,-13.02263069152832,10.12603759765625,6693.062125930083,642.2129710310231,1616.232809691657,1193.7425029344722,946.2039632115848,1694.3230657085378,3535.331276949523,940.5653397972644,1814.681011511161,1702.5315221193289,1378.484018547993,2141.469900980692,0.587890625,0.0205078125,0.0784694025522041,0.05029296875,0.038330078125,0.0712890625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk29.wav,220500,10.0,22050,223.70993,-451.74557,-13.16399,-2.2496564,-19.15023899078369,14.065840721130373,6424.75632625908,510.9192058994405,1820.7293440857368,1284.3367659320447,855.3702669321292,1982.391962224215,3896.636592868914,664.6593552832582,1753.6839291302083,1673.7652205675586,1135.417691910102,2260.314230376556,0.59619140625,0.01904296875,0.0982963402697215,0.0556640625,0.041015625,0.0888671875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk27.wav,220500,10.0,22050,249.21735,-484.00104,-12.933161,-1.9132907,-17.00139617919922,12.57008695602417,6811.475613021144,293.7716008573286,1356.0423497892043,1013.0704082715062,624.9302270555398,1478.165153447782,3898.301628364317,359.631980127319,1526.5511398662222,1436.3522157381617,915.7500478048996,1954.407442294324,0.51318359375,0.0126953125,0.0657446345707656,0.04638671875,0.0322265625,0.06494140625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk12.wav,220500,10.0,22050,239.91846,-473.4796,-13.643751,-3.592865,-16.321273803710938,10.85680341720581,6885.183513759196,619.3106146638306,1655.610247879006,1164.9910301303785,897.9441471935897,1698.5596170135657,3464.965112396293,775.8058498785771,1723.062719190403,1527.4504081916234,1275.838410598139,2150.115667444818,0.62060546875,0.01708984375,0.0815203106873549,0.04541015625,0.03466796875,0.073486328125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video10/chunk0.wav,220500,10.0,22050,175.90613,-560.9879,-31.599823,0.0,-15.91381549835205,0.0,6840.505752875466,0.0,1469.0070802246591,997.9109959930488,0.0,2629.651222185451,3706.088822209831,0.0,1324.9723817554682,1412.183148644737,0.0,2302.83058083523,0.619140625,0.0,0.086927657337587,0.04052734375,0.0,0.12890625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk165.wav,220500,10.0,22050,221.84561,-380.89127,-8.803731,-6.205335,-22.54449462890625,7.599508047103882,6735.770701136764,516.9946541346476,1534.9589193100287,1246.74029721838,1016.6871039536292,1668.048091070823,3494.6788005560466,690.0657783452659,1754.9231880177947,1579.635145617027,1231.13932769336,2194.5102502323944,0.45849609375,0.01611328125,0.0778746284077726,0.05615234375,0.04296875,0.078857421875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video2/chunk15.wav,220500,10.0,22050,231.74698,-528.5054,-12.029699,-3.1619973,-14.977678298950195,13.01180124282837,6934.933273419875,265.7896878927473,1147.8522562825096,884.3178906696945,594.8514705438873,1188.4933867008026,3805.8694902478496,627.8527895030211,1324.4873137199695,1106.1706315281524,764.2444115628132,1544.3069323867007,0.58544921875,0.0126953125,0.0617987329611368,0.0458984375,0.033935546875,0.0546875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk2.wav,220500,10.0,22050,184.37383,-528.64166,-9.206573,0.0,-9.45209503173828,9.633670806884766,6305.891071634401,0.0,1230.1798943892,1126.7905545523076,855.515018348632,1509.8964915042038,3631.342652806482,0.0,1518.5290966282844,1519.949357724622,1126.3430879157204,1795.446904743871,0.45166015625,0.0,0.0571402352813225,0.05078125,0.02099609375,0.077392578125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video12/chunk36.wav,220500,10.0,22050,262.17847,-471.99808,-12.276572,-1.3203667,-15.174393653869627,12.511927604675291,6790.345677421745,282.7300307964577,1417.383464085588,1120.763774826585,819.6088686826047,1593.3175020997978,3931.800027161005,485.1054939173779,1642.838161294866,1480.3362548959335,1131.6511629936128,1982.783119055008,0.43603515625,0.0107421875,0.0649119507685614,0.05224609375,0.02978515625,0.083984375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk14.wav,220500,10.0,22050,195.62393,-475.6118,-21.469986,-8.825335,-21.95903205871582,6.029022216796875,6557.025000834849,554.4829902796018,1809.920918532317,1413.8068343681464,1031.190459291698,1775.1950981635937,3578.121733274107,1009.9218997595916,1890.8841866684688,1796.964262394721,1477.3357875030465,2220.708849555286,0.63720703125,0.0234375,0.1033151011455916,0.05908203125,0.0400390625,0.112060546875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video13/chunk84.wav,220500,10.0,22050,215.63269,-487.62018,-23.736155,-9.104288,-19.678815841674805,2.9178240299224854,6664.862733476947,527.1576509693613,1720.994257205712,1252.1911025999134,965.653244829279,1900.328934270704,3424.46214281497,803.2698095741237,1710.338507448059,1512.3790127757072,1218.174905654082,2052.513840747798,0.5908203125,0.017578125,0.0862637761020881,0.05419921875,0.0400390625,0.08056640625,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk19.wav,220500,10.0,22050,207.51804,-480.09775,-25.585077,-13.275969,-27.12771987915039,1.0502188205718994,6627.229397812477,540.3496948452273,1713.4707621149616,1407.7240244940756,1069.5290564573245,1792.9635240656648,3455.856329402052,778.335983020786,1868.6582234102748,1806.1613126624256,1388.8576680847043,2282.336602595752,0.64453125,0.02392578125,0.0953677856728538,0.05908203125,0.0419921875,0.09814453125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk17.wav,220500,10.0,22050,211.78632,-479.386,-25.05236,-12.534358,-25.75549602508545,1.0280698537826538,6218.82258815405,526.9660469524147,1586.465993770595,1287.2740528257082,979.1586445504996,1685.4038151880254,3811.354004899004,799.63431721157,1812.5118118657133,1750.2338492118618,1360.0125912350504,2216.0356762434567,0.5986328125,0.01904296875,0.0834779672998839,0.05224609375,0.0380859375,0.074951171875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk88.wav,220500,10.0,22050,214.9672,-454.7954,-24.29226,-11.996345,-25.21211624145508,-0.4062442183494568,6398.592277894386,507.1856299102592,1718.9480670796818,1248.5749310613105,942.1237959522292,1746.6859148929093,3707.976726410246,740.706648694674,1802.4503867387093,1646.2751925689763,1243.1753785296332,2224.75201093775,0.580078125,0.017578125,0.1043267836426914,0.05908203125,0.04296875,0.102294921875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk6.wav,220500,10.0,22050,213.00797,-395.73447,-9.005678,-3.599473,-20.173439979553223,8.60710334777832,6621.996390934908,478.0010465224288,1529.751561069188,1276.0965241582985,972.0264942326426,1870.7611574023256,3768.678566678915,761.0945609878405,1715.875266001879,1497.124839819231,1164.95699759152,2336.4539917062834,0.62890625,0.01904296875,0.0815826203596287,0.06396484375,0.0458984375,0.089599609375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video6/chunk5.wav,220500,10.0,22050,211.98517,-357.81903,-7.6096635,-4.824313,-20.805797576904297,9.99988603591919,6576.987872145797,588.7403236856688,1767.7741657399663,1291.0054856694887,1029.7974653289111,1846.6837252387163,3673.823233189687,731.6699515441187,1801.315476604016,1568.7941125403083,1242.0905395736522,2310.1099738053954,0.5361328125,0.01806640625,0.1025991063660092,0.06298828125,0.0439453125,0.104736328125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk89.wav,220500,10.0,22050,186.21211,-416.9539,-22.636946,-10.4002,-22.3227596282959,1.958378911018372,6475.963772588599,515.189742256892,1573.3210251371668,1257.637894555403,962.7792651950432,1485.586213853184,3560.099010225376,732.0793130982111,1846.6171914384367,1766.65052203674,1397.8943758930525,2108.4702239886456,0.6318359375,0.02099609375,0.0839458562935034,0.05322265625,0.041015625,0.077392578125,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video14/chunk10.wav,220500,10.0,22050,221.8271,-458.53586,-17.238861,-5.0940285,-19.830230712890625,8.142330169677734,6650.178281033829,667.5766921546902,1765.7010417742292,1346.4021305831727,1147.069243076072,1705.4106584673318,3863.907844450338,849.9032472685045,1688.9077005315296,1503.8105885524974,1290.156271738767,1988.8048650287333,0.55810546875,0.021484375,0.1013699064675174,0.0654296875,0.0498046875,0.08935546875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video8/chunk93.wav,220500,10.0,22050,213.68822,-457.50775,-24.24867,-13.65079,-27.53058242797852,-1.543734431266785,6249.2620154580745,549.5185278286889,1714.7997044508015,1244.8112499796273,960.8471269262866,1789.9703047810635,3662.104159234043,788.6929458452246,1792.527039687307,1684.2098159926609,1375.8565689807715,2056.5923012224384,0.56787109375,0.01953125,0.1020564457656612,0.06005859375,0.045166015625,0.118896484375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video14/chunk18.wav,220500,10.0,22050,232.2326,-530.0322,-19.546585,-3.4623795,-17.51349639892578,9.15615701675415,6624.725232027912,659.5190603058098,1771.0085608565562,1410.204358293452,1175.417089096842,1947.6812685514471,3591.49253106246,880.837719318238,1772.2635789872438,1590.837527440657,1337.657418576256,2205.789956492197,0.5888671875,0.01611328125,0.0949814657047563,0.0693359375,0.052734375,0.097412109375,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video0/chunk21.wav,220500,10.0,22050,245.09323,-608.20996,-12.633443,2.6887476,-13.138800621032717,18.33791160583496,6541.294959878274,486.334180105974,1804.2226108606744,1395.085464624769,944.9601778081832,2196.398481926057,4186.235725963456,967.3330051218776,1923.4013024255728,1632.5040549383127,1418.74253393077,2249.440491998765,0.5322265625,0.00634765625,0.0854775413283062,0.05029296875,0.03173828125,0.090576171875,0,Wav2Vec50_Model
/content/gdrive/My Drive/Meta_Asr/Data_Annotation/Audio_Data/chunks_Audio_Wav_video3/chunk19.wav,220500,10.0,22050,220.42496,-490.62683,-16.64399,-0.83184355,-16.36134147644043,11.98186492919922,6230.510408098036,603.4711280756242,1802.247759593172,1318.488991772267,1017.6629060016368,1976.5880341328705,4112.720969477782,708.9754089979199,1837.7687638118573,1563.6701917701898,1108.7217415881162,2368.3858292187206,0.38427734375,0.01416015625,0.0756314802059164,0.06005859375,0.0419921875,0.0888671875,0,Wav2Vec50_Model
